name,cb_desc,cb_id
public-service-enterprise-group-incorporated,"PSEG is a diversified energy company. Established in 1903, the company has long had a key role in fueling New Jersey's economy and supporting the state's quality of life. Public Service Electric and Gas (PSE&G) is New Jersey's largest provider of electric and gas service  serving 2.2 million electric customers and 1.8 million gas customers or nearly three out of every four people in the state.PSEG also owns and operates a diverse fleet of power plants with more than 13,000 megawatts of generating capacity located primarily in the Mid-Atlantic and Northeast regions and has solar energy facilities throughout the United States. Another member of the PSEG family of companies, PSEG Long Island, operates the electric transmission and distribution system of the Long Island Power Authority, with 1.1 million customers.PSEG has approximately 12,700 employees, who are carrying forward a proud tradition of dedicated service over more than 100 years.",public-service-enterprise-group
pultegroup,"PulteGroup has been providing the American Dream of homeownership to families for more than 60 years. What started as a single home built and sold by the entrepreneurial spirit of an 18-year-old Bill Pulte, has grown into the industry»s sole multi-brand homebuilding company with the ability to serve customers in all phases of life. Today, PulteGroup operates in approximately 50 markets throughout the country.If you are seeking recent news about their company, information about their diverse portfolio of brands, charitable giving, environmental sustainability efforts or industry awards they have received, you will find it in one of the sections listed here. If you are a member of the media and need additional assistance, please contact one of the members of their media relations team.",pulte-group
quaker-foods-and-snacks,Quaker Oats Company is a Chicago-based American manufacturer of oatmeal and other food and beverage products.,the-quaker-oats-company
quanta-services-inc,"Quanta Services provides engineering, procurement and construction (EPC) services for comprehensive infrastructure needs in the electric power and oil and natural gas industries, both onshore and offshore. With 20,000 employees and offices across North America and abroad, Quanta is the premier provider in the industries it serves.",quanta-services-inc
quintiles-transnational-holdings,"Quintiles helps pharmaceutical, biotechnology and medical device companies develop and market innovative therapies. What drives us: the promise of medical breakthroughs that will improve and save lives. They invite you to explore the possibilities of partnering with Quintiles throughout the product lifecycle.",quintiles
rackspace,"Rackspace provides hybrid cloud-based services that enable businesses to run their workload in a public or private cloud.Rackspace»s engineers deliver specialized expertise on top of leading technologies developed by OpenStack, Microsoft, VMware, and others through a service known as Fanatical Support. It has more than 300,000 customers worldwide including two-thirds of FORTUNE 100 companies.Rackspace was named a leader in the 2015 Gartner Magic Quadrant for Cloud-Enabled Managed Hosting and has been honored as one of Fortune»s Best Companies to Work For.Rackspace was founded in 1998 and is based in San Antonio, Texas.",rackspace
ralph-lauren,"Ralph Lauren Corporation (NYSE: RL) is a leader in the design, marketing and distribution of premium lifestyle products in four categories: apparel, home, accessories and fragrances.For more than 45 years, Ralph Lauren's reputation and distinctive image have been consistently developed across an expanding number of products, brands and international markets. The Company's brand names, which include Polo by Ralph Lauren, Ralph Lauren Purple Label, Ralph Lauren Collection, Black Label, Blue Label, Lauren by Ralph Lauren, RRL, RLX, Ralph Lauren Childrenswear, Denim & Supply Ralph Lauren, Chaps and Club Monaco, constitute one of the world's most widely recognized families of consumer brands.",ralph-lauren-inc
raymond-james,Raymond James provides a range of investment banking services focused on the telecommunications and communications sectors.,raymond-james
raytheon,"Raytheon is a defense contractor and corporation with manufacturing concentrations in weapons, military, and commercial electronics.",raytheon
realogy-holdings-corp,"Realogy Holdings Corp. (NYSE: RLGY) is a global leader in real estate franchising with company-owned real estate brokerage operations doing business under its franchise systems as well as relocation and title services. Realogy's brands and business units include Better Homes and Gardens Real Estate, CENTURY 21, Coldwell Banker, Coldwell Banker Commercial, The Corcoran Group, ERA, Sotheby's International Realty, NRT LLC, Cartus and Title Resource Group. Collectively, Realogy's franchise system members operate approximately 13,700 offices with 247,800 independent sales associates doing business in 103 countries around the world.Realogy is headquartered in Madison, N.J.",realogy-holdings
