name,about_us,source,cb_id,cb_desc
lockheed-martin,,BD,lockheed-martin,"Lockheed Martin Corporation is a global security company engaged in the research, design, development, manufacture, integration, and sustainment of advanced technology systems and products. It also provides a range of management, engineering, technical, scientific, logistic, and information services.  The Company operates in four business segments: Aeronautics, Electronic Systems, Information Systems & Global Services, and Space Systems.  In September 2008, Lockheed Martin Corporation acquired Aculight Corporation. In January 2009, it completed its acquisition of Universal Systems & Technology, Inc. (UNITECH).  In August 2009, it completed its acquisition of Gyrocam Systems LLC (Gyrocam). Gyrocam develops and supplies gyrostabilized optical surveillance systems and sustainment field services, principally to the United States military. Lockheed Martin Missiles and Fire Control, a unit of the Company's Electronic Systems business area, would manage the Gyrocam business."
lowes,,BD,lowes,"Lowe’s has been helping our customers improve the places they call home for more than 60 years. Founded in 1946, Lowe’s has grown from a small hardware store to the second-largest home improvement retailer worldwide.  Our story began in North Carolina, when Carl Buchan, part owner of the North Wilkesboro Hardware Company, envisioned creating a chain of hardware stores. He purchased the company from his brother-in-law and partner and had the foresight to anticipate a post-World War II building boom. By eliminating wholesalers and dealing directly with manufacturers, Lowe’s established a lasting reputation for low prices.  Sales grew over time and we expanded all across the country and now operate stores not only in the United States, but also in Canada and Mexico. Although times have changed since Lowe’s first opened its doors in 1946, Lowe’s values have not— the company remains committed to offering high-quality home improvement products at everyday low prices, while delivering superior customer service."
marathon-petroleum,,BD,marathon-petroleum,"Marathon Petroleum Corporation (MPC) is in the business of creating value for their shareholders through the quality products and services they provide for their customers. They strongly believe how they conduct their business is just as integral to their bottom line. As a result, they strive to always act responsibly with those who work for them, with those business partners who work with them, and in every community where they operate."
marriott,,BD,marriott-international,"Marriott International is a hospitality company with more than 3,900 properties around the world.   Marriot International opened its first hotel in 1957 and operates franchises worldwide. The company’s headquarters is based in Maryland and employees nearly 200,000 people worldwide.      The company was founded by J. Willard and Alice Marriott in 1927 by opening a root beer stand in Washington D.C."
mars,,BD,mars,"In 1911, Frank C. Mars made the first Mars candies in his Tacoma, Washington kitchen and established Mars’ first roots as a confectionery company. In the 1920s, Forrest E. Mars, Sr. joined his father in business and together they launched the MILKY WAY® bar. In 1932, Forrest, Sr. moved to the United Kingdom with a dream of building a business based on the objective of a “mutuality of benefits” for all stakeholders – this vision serves as the foundation of the Mars, Incorporated we are today.  Based in McLean, Virginia, Mars has net sales of more than $33 billion and six business segments including Petcare, Chocolate, Wrigley, Food, Drinks and Symbioscience."
marshalls,,BD,marshalls,"Marshalls, Inc., is a chain of American off-price department stores owned by TJX Companies. Marshalls has over 750 conventional stores, as well as larger stores named Marshalls Mega Store, covering 42 states and Puerto Rico. Marshalls expanded into Canada in March 2011. Marshalls is U.S.'s second largest off-price family apparel and home fashion retailer, behind its sister company, T.J. Maxx.  Source:Wikipedia[http://en.wikipedia.org/wiki/Marshalls]"
mattel,,F500,mattel,"The Mattel family of companies (Nasdaq: MAT) is the worldwide leader in the design, manufacture and marketing of toys and family products. Mattel’s portfolio of best-selling brands includes Barbie®, the most popular fashion doll ever produced, Hot Wheels®, Monster High®, American Girl®, Thomas & Friends® and Fisher-Price® brands, including Little People® and Power Wheels®, as well as a wide array of entertainment-inspired toy lines. In 2013, Mattel was named one of the ""World's Most Ethical Companies"" by Ethisphere Magazine and is also ranked No. 2 on Corporate Responsibility Magazine's ""100 Best Corporate Citizens"" list. With worldwide headquarters in El Segundo, Calif., Mattel’s companies employ nearly 30,000 people in 40 countries and territories and sell products in more than 150 nations. At Mattel, we are Creating the Future of Play."
mcdonalds,,BD,mcdonalds,"McDonald's Corporation operates and franchises McDonald's restaurants worldwide.   McDonald's Corporation operates and franchises McDonald's restaurants in the United States, Europe, the Asia-Pacific, the Middle East, Africa, Canada, and Latin America. The company's restaurants offer various food products, soft drinks, coffee, and other beverages. In response to changing consumer tastes, the company has expanded its menu to include salads, fish, wraps, smoothies, and seasoned fries.   A McDonald's restaurant is operated by either a franchisee, an affiliate, or the actual corporation itself. The McDonald's Corporation revenues come from the rent, royalties, and fees paid by the franchisees as well as sales in company-operated restaurants.   The company was founded in 1940 and is based in Oak Brook, Illinois."
mclane-company,,BD,mclane,"McLane Company, Inc. is a $48 billion supply chain services leader, providing grocery and foodservice supply chain solutions for convenience stores, mass merchants, drug stores and chain restaurants throughout the United States. McLane, through McLane Grocery, McLane Foodservice and wholly owned subsidiary, Meadowbrook Meat Company, Inc., (MBM), operates 80 distribution centers across the U.S. and one of the nation’s largest private fleets.  The company buys, sells and delivers more than 50,000 different consumer products to nearly 90,000 locations across the U.S. In addition, McLane provides alcoholic beverage distribution through its wholly owned subsidiary, Empire Distributors, Inc. McLane is a wholly owned unit of Berkshire Hathaway Inc. (NYSE: BRK) and employs more than 20,000 teammates."
metlife,,BD,metlife,"MetLife, Inc. (MetLife) is a provider of insurance, employee benefits and financial services, with operations throughout the United States and the regions of Latin America, Asia Pacific and Europe, Middle East and India (EMEI). The Company provides a variety of insurance and financial services products, including life, dental, disability and long-term care insurance, various annuity products, and auto and home insurance. Within the United States, it also provides a range of savings and mortgage banking products. The Company's segments include Insurance Products (group life, individual life and non-medical health insurance products), Retirement Products (individual and institutional annuity products), Corporate Benefit Funding (pension closeouts, structured settlements and other benefit funding solutions), Auto and Home segment, International, as well as Banking, Corporate and Other.   MetLife, Inc. is the holding corporation for the Metropolitan Life Insurance Company, or MetLife, for short, and its affiliates. MetLife is among the largest global providers of insurance, annuities, and employee benefit programs, with 90 million customers in over 60 countries. The firm was founded on March 24, 1868.  On January 6, 1915, MetLife completed the mutualization process, changing from a stock life insurance company owned by individuals to a mutual company operating without external shareholders and for the benefit of policyholders. The company went public in 2000. Through its subsidiaries and affiliates, MetLife holds leading market positions in the United States, Japan, Latin America, Asia’s Pacific region, Europe, and the Middle East. MetLife is the largest life insurer in the United States and serves 90 of the largest Fortune 500 companies. The company’s principal offices are located at 1095 Avenue of the Americas in Midtown Manhattan, New York City, though it retains some executive offices and its boardroom in the MetLife Building, located at 200 Park Avenue, New York City, which it sold in 2005."
mgm-resorts-international,,F500,mgm-resorts-international,"MGM Resorts International develops, builds and operates unique destination resorts designed to provide a total resort experience, including first-class accommodations and dining, world-class entertainment, state-of-the-art meeting and convention facilities, and high-quality retail and gaming experiences."
michaels,,BD,michaels-stores,"Michaels Stores is North America's largest specialty retailer of arts, crafts, framing, floral, wall dÃ©cor and seasonal merchandise for the hobbyist and do-it-yourself home decorator. As of October 2, 2010, the Company owns and operates 1,041 Michaels stores in 49 states and Canada, and 142 Aaron Brothers stores."
minute-maid,,BD,minute-maid,"Minute Maid is a product line of beverages, usually associated with lemonade, orange juice or soft drinks of many kinds, including Hi-C."
mohawk-industries,,F500,mohawk-industries,"Mohawk Industries is a leading global flooring manufacturer that creates products to enhance residential and commercial spaces around the world. Mohawk’s vertically integrated manufacturing and distribution processes provide competitive advantages in the production of carpet, rugs, ceramic tile, laminate, wood, stone, luxury vinyl tile and sheet vinyl. Their industry-leading innovation has yielded products and technologies that differentiate their brands in the marketplace and satisfy all flooring related remodeling and new construction requirements. Their brands are among the most recognized in the industry and include American Olean, Bigelow, Daltile, Durkan, Karastan, Kerama Marazzi, Lees, Marazzi, Mohawk, Pergo, Quick-Step and Unilin. During the past decade, Mohawk has transformed its business from an American carpet manufacturer into the world’s largest flooring company with operations in Australia, Brazil, Canada, China, Europe, India, Malaysia, Mexico, New Zealand, Russia and the United States."
moodys,,BD,moodys,"Moody’s Corporation provides credit ratings, research, tools and analysis that contribute to transparent and integrated financial markets.  Moody’s is the parent company of Moody’s Investors Service. This helps to provide credit ratings and research covering debt instruments and securities. It is also a parent company of Moody’s Analytics. This offers leading-edge software, advisory services and research for credit and economic analysis and financial risk management.  Moody’s has about 6,800 employees, and has presences in 28 countries. Raymond McDaniel is currently Moody’s President and Chief Executive Officer, and Mark E. Almeida is the President of Moody’s Analytics.  The founder of Moody’s, John Moody & Company published Moody’s Manual of Industrial and Miscellaneous Securities in 1900, the company’s founding year."
murphy-usa,,F500,murphy-usa,"Murphy USA is the place hard-working people count on for big savings on quality gas, so they can go farther down the road. Their team works hard to provide Their customers with the quickest and friendliest service, as well as the best value.  Their principles keep us focused on that mission.   Murphy USA is passionate about giving back to the communities where Their customers - and team members - live and work.  At Their stations and Their home office, They roll up Their sleeves to help others in hundreds of community events each year.  Their team members lend a hand wherever they see a need.  From local charities to national organizations, They value partnering with others to make a difference.  Their sponsorship of the LPGA Symetra Tour's Murphy USA golf tournament, which supports female athletes, is a shining example of Their drive to give back.  In good times and challenging moments, Murphy USA is there.  They work behind the scenes year-round to make sure that They are ready should a natural disaster occur.  Their neighbors can count on us to be among the first wave of support with water and the basic necessities of life.  Their goal is to open Their local stations as quickly as possible to support Their customers and first responders."
navient-corporation,,F500,navient-corporation,"Navient Corporation holds the portfolio of education loans insured or guaranteed under the Federal Family Education Loan Program (FFELP Loans), as well as the portfolio of private education loans (Private Education Loans). FFELP Loans are insured or guaranteed by state or not-for-profit agencies and are also protected by contractual rights to recovery from the United States pursuant to guaranty agreements among the United States Department of Education(ED), and these agencies. The Company operates in four segments: Consumer Lending, Business Services, FFELP Loans and Other. At December 31, 2013, 84% of its FFELP Loan portfolio was funded to term with non-recourse, long-term securitization debt. The Company also sold its Campus Solution business and its 529 college-savings plan administration business in 2013 in connection with better aligning its core business. The results of both of these businesses are reported in discontinued operations for all periods presented"
navistar-international-corporation,,F500,navistar,"Navistar International Corp. is a holding company whose individual units provide integrated and best-in-class transportation solutions. Based in Warrenville, Ill., the company produces InternationalÂ® brand commercial trucks, mid-range diesel engines and IC brand school buses, and Workhorse brand chassis for motor homes and step vans. It is a private-label designer and manufacturer of diesel engines for the pickup truck, van and SUV markets. The company also provides truck and diesel engine parts and service. A wholly owned subsidiary offers financing services."
ncr-corporation,,F500,ncr,"NCR Corporation (NCR) is a technology company, which provides products and services, which enable businesses to connect, interact and transact with their customers. NCR’s portfolio of self-service and assisted-service solutions serve customers in the financial services, retail, hospitality, travel and gaming and entertainment industries and include automated teller machines (ATMs). The Company operates in fits segments: Financial Services, Retail Solutions, Entertainment, and Emerging Industries. On August 24, 2011, NCR completed the acquisition of Radiant Systems Inc. (Radiant), a provider of multichannel point-of-sale and managed hosted service solutions to the hospitality and specialty retail industries. On December 23, 2011, it sold its healthcare solutions business, including its MediKiosk patient access software, NCR Payment Manager, Patient Portal, Patient Tracking, Physician Referral and eForms software solutions, to Quadramed Corporation."
netapp,,BD,netapp,"NetApp creates storage and data management solutions that are designed to help customers accelerate business breakthroughs and achieve outstanding cost efficiency.   Their mission has always been to help their customers achieve what matters most to them.  In 1993, they shipped their first data storage system to Patrick Mulrooney, who at that time was a system administrator at Tandem Computers. The network appliance was designed to clean up his infrastructure sprawl. He loved its simplicity.  “Patrick’s favorite attribute was that their system rebooted in 30 seconds instead of hours like their competitors,” says NetApp co-founder, Dave Hitz. “While solving his downtime problem, they also gave Patrick a competitive edge.”  More than 20 years later, their story is still about delivering innovation that gives their customers an edge over their competitors. From the edge of the universe with CERN’s Large Hadron Collider, to the edge of human endurance in Formula One auto racing, they help you do things you couldn’t before—at speeds you never thought possible.  Throughout the world, leading organizations count on NetApp for software, systems, and services to manage and store their data. They help enterprises and service providers envision, deploy, and evolve their IT environments. Customers also benefit from their open collaboration with other technology leaders to create the specific solutions they need.   their team is passionate about customer success. Their company culture and work environment support that dedication. Together with their global network of partners, they are united in one goal: to help their customers achieve the outcomes that matter most to them.   They view their culture as a competitive advantage and a foundation for continued success. They proudly hire the world’s most talented and committed employees, who work hard to help their customers, partners, shareholders, and communities thrive.  Their commitment to their values results in an award-winning culture of collaboration and trust. The Great Place to Work Institute recently named NetApp #4 on its ""World's Best Multinational Workplaces 2015"" - the world's first annual study of multinational workplace excellence. They have repeatedly earned a spot on FORTUNE magazine's list of the ""100 Best Companies to Work For"" in the United States, as well as top spots on ""Great Place to Work"" lists in locations around the world.  Their operational philosophy and culture are defined by their commitment to delivering the best possible results for the communities they serve. At NetApp, they take pride in living a set of shared core values: trust and integrity, leadership, simplicity, adaptability, teamwork and synergy, go beyond, get things done.  Since their beginning in 1992, they have been delivering technology and product firsts with one goal in mind: the success of their customers. They continually push the boundaries of what’s possible to provide efficient and flexible IT, so their customers’ budgets can go further and business can go faster. They have repeatedly set the industry standard with game-changing innovations that have the power to transform business."
netflix,,BD,netflix,"Netflix is an online platform that enables user to watch TV shows and movies on smart TVs, gaming consoles, PCs, Macs, mobiles, tablets, and so on. It provides its services under three segments: international streaming, domestic streaming, and domestic DVD.  The network enables members to access and view more than one billion hours of TV shows and movies per month, including Netflix original series. Members can play, pause, and resume watching its content without commercial breaks or commitments. The company also provides DVDs-by-mail membership services.  Netflix was founded in 1997 by Mitch Lowe, Reed Hastings, and Marc Randolph, and is headquartered in Los Gatos, California."
new-york-life-insurance-company,,F500,new-york-life-insurance-co,"New York Life Insurance Company (NYLIC) is the largest mutual life-insurance company in the United States, and one of the largest life insurers in the world, ranking #88 on the 2014 Fortune 500 list with over $540 billion in total assets under management, and more than $19 billion in surplus and AVR. In 2007, NYLIC achieved the best possible ratings by the four independent rating companies (Standard & Poor's, AM Best, Moody's and Fitch). In June 2009, the same four rating companies reaffirmed New York Life's ""superior"" financial strength, which became a selling point in national TV ad campaigns that same year. The company is now one of only three life insurers to hold the highest ratings currently awarded to any life insurer by all four rating agencies (Moody's: Aaa, A.M. Best: A++. Standards & Poor's: AA+, Fitch: AAA. All of these are for financial strength. Other New York Life affiliates provide an array of securities products and services, as well as institutional and retail mutual funds."
newmont-mining-corporation,,F500,newmont-mining,"Newmont is one of the world’s leading gold producers, and an industry leader in safety and sustainability. The Company was founded in 1921 and has been publicly traded since 1925. Headquartered in Colorado, Newmont has approximately 28,000 employees and contractors, the majority of whom work at operations in the United States, Australia, New Zealand, Peru, Indonesia and Ghana."
nordstrom,,BD,nordstrom,"Nordstrom, Inc., a fashion specialty retailer, offers apparel, shoes, cosmetics, and accessories for women, men, and children in the United States. The company offers a selection of brand name and private label merchandise. It sells its products through various channels, including Nordstrom full-line stores, Nordstrom Rack off-price stores, Last Chance clearance stores, and Jeffrey boutiques; and through catalog and the Internet. Nordstrom, Inc. also provides a private label card, two Nordstrom VISA credit cards, and a debit card for Nordstrom purchases. Its credit and debit cards feature a shopping-based loyalty program. The company also designs and contracts to manufacture private label merchandise sold in its retail stores. As of March 19, 2010, it had 187 retail stores located in 28 states.   The company was founded in 1901 and is based in Seattle, Washington."
northwestern-mutual-life-insurance-company,,F500,northwestern-mutual-life,"Northwestern Mutual helps people achieve financial security. And in the process they put  the needs of clients first.  The company has lived through the Civil War, the Crash of 1929, the Great Depression, two world wars, and numerous recessions. The experience is extensive. They are well-positioned to help you manage financial risk and achieve financial security in today's complex world.  In addition to the long experience, they would like to acquaint you with other factors that benefit when you work with us:  Their company distinctions. What the mutuality means to you. The story of the origin of ethic of doing the right thing that is very much alive today."
nucor-corporation,,F500,nucor-corporation,"Nucor Corporation is engaged in the manufacture and sale of steel and steel products. The Company operates in two business segments: steel mills and steel products. Principal products from the steel mills segment include hot-rolled steel and cold-rolled steel. Steel mills segment’s hot-rolled steel products include angles, rounds, flats, channels, sheet, wide-flange beams, pilings, billets, blooms, beam blanks and plate. Principal products from the steel products segment include steel joists and joist girders, steel deck, cold finished steel, steel fasteners, metal building systems and light gauge steel framing. In March 2008, Nucor Corporation completed the acquisition of SHV North America Corporation, which owns 100% of The David J. Joseph Company (DJJ) and related affiliates. In April 2008, Nucor Corporation completed the acquisition of substantially all the assets of Metal Recycling Services Inc. MRS will operate under the name, Metal Recycling Services, LLC."
nvidia,,BD,nvidia,"Nvidia specializes in the manufacture of graphics-processor technologies for workstations, desktop computers, and mobile devices. The company, based in Santa Clara, California, is a major supplier of integrated circuits used for personal-computer motherboard chipsets, graphics processing units (GPUs), and game-consoles."
nvr,,F500,nvr,"NVR, Inc. (NVR) is a homebuilder in the United States. The Company is engaged in the construction and sale of single-family detached homes, townhomes and condominium buildings. To serve customers of its homebuilding operations, NVR also operates a mortgage banking and title services business. It conducts its homebuilding activities directly. Its mortgage banking operations are operated primarily through a wholly owned subsidiary, NVR Mortgage Finance, Inc. (NVRM). Its homebuilding operations include the construction and sale of single-family detached homes, townhomes and condominium buildings under four trade names: Ryan Homes, NVHomes, Fox Ridge Homes and Rymarc Homes. The Ryan Homes, Fox Ridge Homes, and Rymarc Homes products are marketed primarily to first-time homeowners and first-time move-up buyers. The Ryan Homes product was sold in 25 metropolitan areas as of December 31, 2011. On December 31, 2012, the Company acquired all the assets of Heartland Homes Inc."
office-depot,,F500,office-depot,"Office Depot, Inc. is a global supplier of office products and services. The company was incorporated in 1986 with the opening of our first retail store in Fort Lauderdale, Florida. Formed by the merger of Office Depot and OfficeMax, Office Depot, Inc. is a leading global provider of products, services, and solutions for every workplace - whether your workplace is an office, home, school, or car."
old-republic-international-corporation,,F500,old-republic-international-corporation,"Old Republic traces its beginnings to 1923, although several acquired subsidiaries began operations much earlier. The Company is one of America’s 50 largest shareholder-owned insurance businesses. It is primarily a commercial lines underwriter serving the insurance needs of a large number of organizations, including many of America’s leading industrial and financial services institutions. Its subsidiaries actively market, underwrite, and provide risk management services for a wide variety of coverages, mostly in the general and title insurance fields. A long-term interest in the mortgage guaranty and consumer credit insurance lines has devolved into a run-off operating mode in recent years.   For the beneficiaries of their insurance products and services, Old Republic’s insurance subsidiaries provide quality assurance of the promises they make. For employees, the Company offers an environment of success in which they can pursue personal goals of professional and economic achievement in the context of Old Republic's business objectives."
omnicom-group,,F500,omnicom-group,"Omnicom Group (NYSE: OMC) is a leading global advertising and marketing communications services company. Omnicom's branded networks and numerous specialty firms provide advertising, strategic media planning and buying, digital and interactive marketing, direct and promotional marketing, public relations and other specialty communications services to more than 5,000 clients in more than 100 countries."
oneok,,BD,oneok,"ONEOK (NYSE: OKE) is the sole general partner and as of September 30, 2015, owns 41.2 percent of ONEOK Partners, L.P. (NYSE: OKS), a publicly traded limited partnership engaged in natural gas liquids, natural gas pipelines and natural gas gathering and processing.  ONEOK is a Fortune 500 company and is included in Standard & Poor's (S&P) 500 Stock Index.  Originally founded in 1906 as an intrastate natural gas pipeline business in Oklahoma, today ONEOK is one of the nation's premier energy companies involved in the natural gas and natural gas liquids businesses. Its business segments provide safe, reliable energy and services to their diverse customers. By following a strategy that blends the performance and profitability of all of the segments, ONEOK is able to deliver sustainable earnings growth for shareholders. ONEOK’s success is driven by employees who strive to better not only their company but also the communities in which they live."
oracle,,BD,oracle,"Oracle is shifting the complexity from IT, moving it out of the enterprise by engineering hardware and software to work together—in the cloud and in the data center. By eliminating complexity and simplifying IT, Oracle enables its customers—400,000 of them in more than 145 countries around the world—to accelerate innovation and create added value for their customers.  By engineering out the complexity that stifles business innovation, Oracle is engineering in speed, reliability, security, and manageability. The result is best-in-class products throughout an integrated stack of hardware and software, with every layer designed and engineered to work together according to open industry standards. Oracle's complete, open, and integrated solutions offer extreme performance at the lowest cost—all from a single vendor. Integrated, industry-specific solutions are engineered to address complex business processes across a wide range of industries.  For customers needing modular solutions, Oracle's open architecture and multiple operating system options provide unmatched benefits from best-of-breed products in every layer of the stack. This allows customers to build the most optimized infrastructure possible for their enterprise."
owens-minor,,F500,owens-minor,"Owens & Minor, a FORTUNE 500 company headquartered in Richmond, Virginia, is the leading distributor of medical and surgical supplies to the acute-care market and a leading provider of healthcare supply-chain management solutions. Owens & Minor, Inc., is traded on the New York Stock Exchange under the symbol OMI."
pacific-life,,F500,pacific-life-corporation,"Pacific Life provides a wide range of life insurance products, annuities, and mutual funds, and offers a variety of investment products and services to individuals, businesses, and pension plans. Pacific Life counts more than half of the 100 largest U.S. companies as its clients."
parker-hannifin,,BD,parker-hannifin,"With annual sales of $10 billion for fiscal year 2010, Parker Hannifin is the world's leading diversified manufacturer of motion and control technologies and systems, providing precision-engineered solutions for a wide variety of commercial, mobile, industrial and aerospace markets.   The company's products are vital to virtually everything that moves or requires control, including the manufacture and processing of raw materials, durable goods, infrastructure development and all forms of transport. Traded on the New York Stock Exchange under the symbol ""PH,"" Parker is strategically diversified, value-driven and well positioned for global growth as the industry consolidator and supplier of choice."
patterson-companies,,BD,patterson-companies,"Patterson Companies is an industry-leading specialty distributor serving the dental, veterinary and rehabilitation supply markets. Driven to meet the needs of healthcare professionals in these growing markets, Patterson provides a total-package approach to doing business.  Their customers benefit from a diverse platform of products and services, as well as the convenience and peace of mind that come with relying on one trusted partner for everything they need."
peabody-energy-corporation,,F500,peabody-energy,"Peabody Energy (NYSE: BTU) is the world's largest private-sector coal company, with 2009 sales of 244 million tons and $6 billion in revenues. Its coal products fuel 10 percent of all U.S. electricity generation and 2 percent of worldwide electricity."
penske-automotive-group,,F500,penske-automotive-group,"Penske Automotive Group, Inc. is an automotive retailer. The Company is engaged in the sale of new and used motor vehicles and related products and services, including vehicle service, collision repair, and placement of finance and lease contracts, third-party insurance products and other aftermarket products. The Company operates dealerships under franchise agreements with a number of automotive manufacturers and distributors. The Company operates in two segments: Retail, consisting of its automotive retail operations and PAG Investments, consisting of its investments in non-automotive retail operations. The Retail reportable segment includes all automotive dealerships and all departments relevant to the operation of the dealerships and the retail automotive joint ventures. In March 2014, the Company acquired BMW of Greenwich located in Greenwich, Connecticut."
pepsi,,BD,pepsico,"PepsiCo operates as a food and beverage company worldwide. Its Frito-Lay North America segment offers Lay’s and Ruffles potato chips, Doritos and Tostitos tortilla chips, Cheetos cheese-flavored snacks, dips, Fritos corn chips, and Santitas tortilla chips. Its Quaker Foods North America segment provides Quaker oatmeal, grits, and rice cakes; and Aunt Jemima mixes and syrups, Quaker Chewy granola bars, Cap’n Crunch and Life cereals, Rice-A-Roni side dishes, Quaker Oat Squares, and Quaker Natural Granola.     The company’s Latin America Foods segment offers snack foods under the Doritos, Marias Gamesa, Cheetos, Ruffles, Emperador, Saladitas, Sabritas, Elma Chips, Tostitos, Quaker, and Rosquinhas Mabel brands. Its PepsiCo Americas Beverages segment provides beverage concentrates, fountain syrups, and finished goods under the Pepsi, Gatorade, Mountain Dew, Diet Pepsi, Aquafina, 7UP, Diet Mountain Dew, Tropicana Pure Premium, Sierra Mist, and Mirinda brands; and ready-to-drink tea and coffee products. Its Europe segment offers snacks under the Lay’s, Walkers, Doritos, Cheetos, and Ruffles brands as well as Quaker cereals and snacks; beverage concentrates, fountain syrups, and finished goods under the Pepsi, Pepsi Max, 7UP, Diet Pepsi, and Tropicana brands; ready-to-drink tea products; and dairy products under the Domik v Derevne, Chudo, and Agusha brands.     The company’s Asia, Middle East, and Africa segment provides snack foods under the Lay’s, Chipsy, Kurkure, Doritos, Cheetos, and Smith’s brands; cereals and snacks under the Quaker name; beverage concentrates, fountain syrups, and finished goods under the Pepsi, Mirinda, 7UP, Mountain Dew, Aquafina, and Tropicana brands; and ready-to-drink tea products. It serves wholesale distributors; foodservice customers; grocery, drug, convenience, membership, and discount and dollar stores; mass merchandisers; and authorized independent bottlers.     PepsiCo was founded in 1898 and is headquartered in Purchase, New York."
performance-food-group-company,,F500,performance-food-group,"Performance Food Group delivers more than 150,000 food and related products to customers across the United States, but that’s not all. They build lasting relationships with their customers, doing everything we can to ensure success."
petsmart,,BD,petsmart,"PetSmart, Inc., together with its subsidiaries, operates as a specialty retailer of products, services, and solutions for pets in the United States, Puerto Rico, and Canada. The company offers consumables, such as pet food, treats, and litter; and hardgoods, which include pet supplies and other goods comprising collars, leashes, health care supplies, grooming and beauty aids, toys, apparel, and pet beds and carriers, as well as aquariums and habitats, accessories, décor, and filters for fish, birds, reptiles, and other small pets. It also provides fresh-water fish, small birds, reptiles, and small pets; and pet services, such as dog training, pet grooming, and pet adoption services. In addition, the company operates PetSmart PetsHotels that offer boarding for dogs and cats; provides personalized pet care, temperature controlled rooms and suites, daily specialty treats and play time, and day camp services for dogs; and operates veterinary hospitals, which offer services comprising routine examinations and vaccinations, dental care, a pharmacy, and surgical procedures. As of March 05, 2014, it operated approximately 1,333 pet stores; and 199 in-store PetSmart PetsHotel dog and cat boarding facilities. The company also offers pet food and pet products through an e-commerce site, PetSmart.com. PetSmart, Inc. was founded in 1986 and is based in Phoenix, Arizona."
philip-morris,,BD,philip-morris-international,"PMI is the world’s leading international tobacco company, with six of the world's top 15 international brands and products sold in more than 180 markets.   In addition to the manufacture and sale of cigarettes, including Marlboro, the number one global cigarette brand, and other tobacco products, PMI is engaged in the development and commercialization of Reduced-Risk Products (“RRPs”).  RRPs is the term PMI uses to refer to products with the potential to reduce individual risk and population harm in comparison to smoking cigarettes.  Through multidisciplinary capabilities in product development, state-of-the-art facilities, and industry-leading scientific substantiation, PMI aims to provide an RRP portfolio that meets a broad spectrum of adult smoker preferences and rigorous regulatory requirements."
pitney-bowes-inc,,BD,pitney-bowes,"Pitney Bowes is a global technology company that powers physical and digital transactions that drive commerce. It offers products and solutions that enable commerce in the areas of shipping and mailing, customer information management, location intelligence, customer engagement, and global e-commerce.  The company’s shipping and mailing offerings focus on postage meters, online postage, inserting, multi-channel customer communications, management and tracking, mail and parcel sorting, postage management, address management, outbound and inbound package management, production and finishing, printing, outsourced mailing services, and postage and carrier accounting.  Its customer information management solutions focus on customer analytics, data management and integration, and data quality.  The company’s portfolio of location intelligence offerings includes infrastructure asset management, geographic information systems, market analytics, location intelligence software, and location and business data.  It also offers solutions and services to support synchronized communications execution, personalized customer engagement, and cross-border shipping.  Pitney Bowes was founded in 1920 and is based in Stamford, Connecticut."
pizza-hut,,BD,pizza-hut,"Pizza Hut is an American restaurant chain and international franchise known for Italian-American cuisine including pizza and pasta as well as side dishes and desserts. The company has over 15,000 locations worldwide as of 2015, and is a subsidiary of Yum! Brands, Inc., one of the world's largest restaurant companies."
porsche,,IB,porsche,"Porsche is a German manufacturer of high performance automobiles.  The company was awarded the title of ""Most Prestigious Automobile Brand"" by Luxury Institute in a 2006 survey."
ppl-corporation,,F500,ppl-corporation,"As one of the largest investor-owned companies in the U.S. utility sector, PPL Corporation delivers on its promises to customers, investors, employees and the communities they serve.  Their utilities – Western Power Distribution, Louisville Gas and Electric and Kentucky Utilities, and PPL Electric Utilities – provide an outstanding service experience for their customers, consistently ranking among the best in the U.S. and the U.K.  Their stable earnings, secure dividend, solid management and high-quality assets represent an excellent low-risk opportunity for those looking to invest in the utility sector.  For employees, the PPL family of companies offers the potential to grow in a wide range of exciting career opportunities.  They are committed to providing essential energy services in extraordinary ways and they deliver.  And they are a positive force in the cities and towns where they do business, providing support for programs that create jobs, donating millions to charitable organizations that improve the quality of life, and encouraging the generosity of employees who volunteer freely to help others."
pvh-corp,,F500,pvh,"PVH is one of the world's largest apparel companies with over $8 billion in revenues. They operate three business groups – Calvin Klein, Tommy Hilfiger and Heritage Brands."
