name,url,brand_identity,source,cb_id,cb_desc,logo_file,logo_url
 lyondellbasell,https://www.lyondellbasell.com/,"THIS PRODUCT IS BASIC BUIDING BLOCKS THAT MAKES A THOUSANDS OF SAFER AND STRONGER.  HE MANUFACTURE WIRE AND CABLE PRODUCTS ARE QUALITY AS HIGH QUALITY IS GOOD.  IT SUPPLIES A BROAD RANGE OF POLYOLEFIN RESINS AND COMPOUND TO THE  WIRE AND CABLE MARKET.  IT DELIVERS EXCEPTIONAL VALUE TO THE CUSTOMER.  IT CAPACITY TO PRODUCE 120,000 BARRELS PER DAY OF GASOLINE.",BD,lyondellbasell-industries,"LyondellBasell (NYSE: LYB) is one of the world's largest plastics, chemicals and refining companies and a member of the S&P 500 Index. With operations on five continents, they are major global manufacturer of ethylene, polyethylene, propylene, polypropylene, propylene oxide, oxygenated fuels and acetyls.",lyondellbasell.jpg,http://www.columbia.edu/~rtd2118/logos/lyondellbasell.jpg
 mac,http://www.maccosmetics.com/,"MХ_AХ_C is the world's leading professional makeup authority because of our unrivalled expertise in makeup ARTISTRY. MХ_AХ_C is at the forefront of fashion TRENDSETTING, collaborating with leading talents from fashion, art and popular culture. Our Artists create trends backstage at fashion weeks around the world. MХ_AХ_C believes in SOCIAL RESPONSIBILITY, with initiatives such as VIVA GLAM and the MХ_AХ_C AIDS Fund at the heart and soul of our unique culture. MХ_AХ_C is a proud COMMUNITY of professional makeup artists working together to bring our vision to life.",BD,mac,"Mac is a series of personal computers designed, developed, and marketed by Apple Inc. It has a range of all-in-one Macintosh desktop computers and has been the primary part of Apple's consumer desktop offerings since its debut.  Mac also includes portable devices, desktop computers, and OS servers. It was launched in 1984 by Steve Jobs.",mac.png,http://www.columbia.edu/~rtd2118/logos/mac.png
 macys,https://www.macys.com/,"Macy's, Inc. is one of the nation's premier retailers. With fiscal 2016 sales of $25.778 billion and approximately 140,000 employees, the company operates more than 700 department stores under the nameplates Macy's and Bloomingdale's, and approximately 125 specialty stores that include Bloomingdale's The Outlet, Bluemercury and Macy's Backstage. Macy's, Inc. operates stores in 45 states, the District of Columbia, Guam and Puerto Rico, as well as macys.com, bloomingdales.com and bluemercury.com. Bloomingdale's stores in Dubai and Kuwait are operated by Al Tayer Group LLC under license agreements. Macy's, Inc. has corporate offices in Cincinnati, Ohio, and New York, New York.",BD,macys,"Beauty, fashion, home decor and more  only one star can bring all these boards together. Follow Macy's and discover the Magic of Macy's on Pinterest!",macys.png,http://www.columbia.edu/~rtd2118/logos/macys.png
 marathon-petroleum,http://www.marathonpetroleum.com/,"Marathon Petroleum Corporation (MPC) is in the business of creating value for our shareholders through the quality products and services we provide for our customers. We strongly believe how we conduct our business is just as integral to our bottom line. As a result, we strive to always act responsibly with those who work for us, with those business partners who work with us, and in every community where we operate.",BD,marathon-petroleum,"Marathon Petroleum Corporation (MPC) is in the business of creating value for their shareholders through the quality products and services they provide for their customers. They strongly believe how they conduct their business is just as integral to their bottom line. As a result, they strive to always act responsibly with those who work for them, with those business partners who work with them, and in every community where they operate.",marathon-petroleum.jpg,http://www.columbia.edu/~rtd2118/logos/marathon-petroleum.jpg
 markel-corporation,https://www.markelcorp.com,"Bold ideas. Honest actions.    In each of our businesses, we seek to deliver innovative products and responsive customer service so that we can be a market leader. Our time horizon is long-term, our underwriting approach is disciplined, and our focus is on continuously improving the quality of the customer experience. Our financial goals are to earn consistent underwriting and operating profits and to combine those profits with superior investment returns to build shareholder value.",F500,markel-corporation,"Markel Corporation (NYSE  MKL) is a holding company based in Richmond, Virginia. Markel is listed on the NYSE and trades under the ticker symbol MKL. Founded in 1930, Markel underwrites customized insurance products. Insurance segments include Markel Wholesale, Global Insurance, Markel Specialty, Global Reinsurance, and Markel International (including Syndicate 3000, Markel International Insurance Company Limited, and Markel Resseguradora do Brasil S.A.). Markel Ventures, a subsidiary that makes strategic investments in companies outside of the insurance marketplace, is another important component of our business.",markel-corporation.jpeg,http://www.columbia.edu/~rtd2118/logos/markel-corporation.jpeg
 marriott,http://www.marriott.com/default.mi,"Marriott has been known for a culture that puts people first. Globally known and opening up a world of experiences and opportunities for people from all walks of life. We are proud to be recognized worldwide for our enduring values, our spirit to serve, and our corporate commitment to creating better places to stay, live, and work. Offering time-honored hospitality for the modern traveler. For those who lean towards memorable experiences and with a unique perspective. Whatever your preference, we will exceed it.",BD,marriott-international,"Marriott International is a hospitality company with more than 3,900 properties around the world.   Marriot International opened its first hotel in 1957 and operates franchises worldwide. The company's headquarters is based in Maryland and employees nearly 200,000 people worldwide.       The company was founded by J. Willard and Alice Marriott in 1927 by opening a root beer stand in Washington D.C.",marriott.png,http://www.columbia.edu/~rtd2118/logos/marriott.png
 mars,http://www.mars.com/global,"More than 100 years ago, a young Frank C. Mars started making candies in his Tacoma, Washington kitchen. From that simple beginning, his son Forrest built Mars into the mature company it is today, first by creating the MILKY WAYХС bar with his father and later by expanding the business overseas and diversifying into new categories like pet care and food. Today, the Mars family of Associates is 80,000 strong in 78 countries around the world. Through all that growth, we've remained a private, family-owned business, with passionate Associates who are united and guided by The Five Principles.     The Five Principles are the heart of everything we do. Each one of our principles -- Quality, Responsibility, Mutuality, Efficiency and Freedom -- inspires us to do our best.    Mars makes a lot more than just chocolate. Indeed, six distinct and different businesses -- Petcare, Chocolate, Wrigley, Food, Drinks and Symbioscience -- have helped us reach billions of consumers and achieve more than $35 billion in global sales. From selling PEDIGREEХС dog food in New Zealand to planting SEEDS OF CHANGEХС in South Africa, we touch nearly every corner of the globe -- and the passion of our Associates help us do it the right way.",BD,mars,"In 1911, Frank C. Mars made the first Mars candies in his Tacoma, Washington kitchen and established Mars' first roots as a confectionery company. In the 1920s, Forrest E. Mars, Sr. joined his father in business and together they launched the MILKY WAY  bar. In 1932, Forrest, Sr. moved to the United Kingdom with a dream of building a business based on the objective of a    mutuality of benefits   for all stakeholders     this vision serves as the foundation of the Mars, Incorporated we are today.  Based in McLean, Virginia, Mars has net sales of more than $33 billion and six business segments including Petcare, Chocolate, Wrigley, Food, Drinks and Symbioscience.",mars.jpg,http://www.columbia.edu/~rtd2118/logos/mars.jpg
 marshalls,http://www.marshallsonline.com/,"At Marshalls, we think life's better with surprises. That's why we deliver surprise in our stores, every day. Like _ did you know that no two stores are ever the same? Or every time you visit, there'll be new merchandise to explore? At Marshalls, your surprise is waiting.  We deliver great value on ever-changing selections of brand name and designer fashions at prices generally 20%-60% below department and specialty store regular prices, on comparable merchandise, every day.  Marshalls is an off-price retailer. For us, value is a combination of fashion, brand, quality and price. Unlike traditional retailers, we generally don't do promotions, sales, coupons or other gimmicks  _ just brand name and designer fashions that are 20%-60% less than department and specialty store regular prices on comparable merchandise, every single day! We're also not an outlet store. An outlet store typically sells merchandise from a single manufacturer. We are different -- we offer you brands from thousands of vendors around the world!",BD,marshalls,"Marshalls, Inc., is a chain of American off-price department stores owned by TJX Companies. Marshalls has over 750 conventional stores, as well as larger stores named Marshalls Mega Store, covering 42 states and Puerto Rico. Marshalls expanded into Canada in March 2011. Marshalls is U.S.'s second largest off-price family apparel and home fashion retailer, behind its sister company, T.J. Maxx.  Source:Wikipedia[http://en.wikipedia.org/wiki/Marshalls]",marshalls.jpg,http://www.columbia.edu/~rtd2118/logos/marshalls.jpg
 masco,http://masco.com/,"Masco Corporation is today one of the world's largest manufacturers of brand-name products for the home improvement and new home construction markets.    Community involvement and good citizenship are important parts of the Masco corporate creed; and through its Foundation, the Company has demonstrated its commitment to a variety of arts, cultural and housing-based organizations, such as Habitat for Humanity, serving the communities in which its companies and employees reside.      Comprised of more than 20 companies, the Masco family operates nearly 60 manufacturing facilities in the United States and over 20 in other parts of the world.",BD,masco-corporation,"Masco Corporation is one of the world's largest manufacturers of brand name products for the home improvement and new home construction markets. Masco is also a leading provider of a variety of installed products and services, including insulation, for homebuilders. When it comes to our products and services, our reputation for quality, innovation, value, and performance is unparalleled. Some of our major brands include Delta, Behr, KraftMaid, Merillat, Hansgrohe, Milgard, and Liberty. Masco is also committed to providing high quality products that enhance the lives of consumers worldwide. Our focus is on strengthening our leadership brands by delivering innovative, cost-effective and environmentally-friendly solutions for our customers.",masco.jpg,http://www.columbia.edu/~rtd2118/logos/masco.jpg
 massachusetts-mutual-life-insurance-company,https://www.massmutual.com/,"MassMutual was founded on May 15, 1851. And from the beginning, we've had a single purpose: to help people secure their future and protect the ones they love. More than 160 years later, that commitment remains our guiding principle. It's behind everything we do and every decision we make. It's how we continue to deliver products and services to help our policyowners and customers achieve their financial goals, and protect those who matter most.    Our  _people-first Э approach has served our customers and our communities for more than a century and a half. It's reflected in the products we offer, extends to the customer service we provide, and continues beyond our organization into the communities where we live and work.",F500,massachusetts-mutual-life-insurance-company1,NA,massachusetts-mutual-life-insurance-company.png,http://www.columbia.edu/~rtd2118/logos/massachusetts-mutual-life-insurance-company.png
 mastercard,https://www.mastercard.co.in/en-in/consumers.html,"We know that safety and security are top priorities for our customers, cardholders, merchants and other partners. That's why we won't stand still in developing new and better ways to keep payments safe. As technology advances, devices change and payment methods adapt, we continually innovate to ensure the safety of billions of electronic payments wherever and whenever they occur. Our goal is to build a World Beyond Cash_╛в where every person, every payment and every device is protected.",BD,mastercard,"MasterCard provides payment processing products and solutions, and related consulting services.",mastercard.png,http://www.columbia.edu/~rtd2118/logos/mastercard.png
 mattel,http://play.mattel.com/,"Mattel is more than a toy company. We seek to make a meaningful difference in the lives of children around the world through play. One of the ways we do this is by creating toys that inspire and empower young minds to imagine beyond boundaries and shape a better world.    When we design and engineer our toys, we strive to make them safe for children. We look to reduce their environmental impact and build them in facilities that adhere to high standards. We are committed to strong ethical and environmental performance both within our company and in our communities.    Our mission is to act with integrity in all that we do, positively impacting our people, our products, and our planet by playing responsibly.",F500,mattel,"The Mattel family of companies (Nasdaq: MAT) is the worldwide leader in the design, manufacture and marketing of toys and family products. Mattel's portfolio of best-selling brands includes Barbie , the most popular fashion doll ever produced, Hot Wheels , Monster High , American Girl , Thomas & Friends  and Fisher-Price  brands, including Little People  and Power Wheels , as well as a wide array of entertainment-inspired toy lines. In 2013, Mattel was named one of the ""World's Most Ethical Companies"" by Ethisphere Magazine and is also ranked No. 2 on Corporate Responsibility Magazine's ""100 Best Corporate Citizens"" list. With worldwide headquarters in El Segundo, Calif., Mattel's companies employ nearly 30,000 people in 40 countries and territories and sell products in more than 150 nations. At Mattel, we are Creating the Future of Play.",mattel.png,http://www.columbia.edu/~rtd2118/logos/mattel.png
 max-factor,http://maxfactor-international.com/,"The make-up products and techniques Max Factor created for the movie industry and his Hollywood clients earned him an Oscar, but his guiding philosophy was that any woman could be glamourous given the right tools and make-up artstry skills. From mascara to foundation, eye shadow to lip gloss  _ Max Factor put the transformative tools for make-up artistry into the hands of every woman, enabling her to create her own personal glamour statement every day.",BD,max-factor,"Max Factor is a brand with a strong heritage rooted in make-up artistry. It was founded over one hundred years ago by Mr Max Factor, a leading make-up artist with a passion for creating innovative products that enabled women to achieve their glamour potential.  They believe that with the right products and make-up artistry skills any woman can be glamorous.",max-factor.jpg,http://www.columbia.edu/~rtd2118/logos/max-factor.jpg
 maytag,http://www.whirlpoolcorp.com,"We're proud that our brands have become a familiar backdrop for so many quality memories. Because it's your family life that inspires our family of brands. From cooling to cleaning and preheating to reheating, we believe you should be able to express yourself anywhere in in the home. Our strong portfolio allows you to team up with distinct brands designed for your specific needs and budget. Each brand has spent decades developing a personality that complements the character in your home. Be confident knowing that when you invite any of our brands into your living space, each gets right to work and keeps your life running smoothly for quite some time.    WhirlpoolХС believes the simple acts of care we give, day in and day out, have the power to change the world. And because Whirlpool brand truly believes this, it designs appliances that sense and adapt to the way your family lives. The brand has thoughtfully balanced the latest technology with features that exceed expectations and help you better care for your family, every day. And as your needs continue to transform, Whirlpool brand will be right there--growing and changing with you.",BD,maytag-corporation,"Maytag Corporation is a home and commercial brand that engages in the manufacturing and supply of home appliances. It provides front load washers, top load washers, dryers, laundry pairs, laundry pedestals, accessories, refrigerators, wall ovens, cooktops, hoods, microwaves, dishwashers and kitchen cleaning products, air filters, central heating and cooling products, irons, and vacuums.  Maytag Corporation was founded in 1893 and it is headquartered in the United States. The company was acquired by Whirlpool on August 22, 2005.",maytag.jpg,http://www.columbia.edu/~rtd2118/logos/maytag.jpg
 mccormick,https://www.mccormick.com/,"Mccormick keeps pushing to raise the art, science and passion of flavor to a higher level--and improving the universal experience of eating.  We've had an inclusive approach at McCormick since we began the company in the late 1800s. Sourcing the raw materials for our spice and herb ingredients has given us the chance to work with and learn from people all over the world who share our passion for flavor.    Flavor is universal and as we've expanded around the globe we've hired and formed relationships with people from virtually every culture. We've seen for ourselves how ideas, flavors and products become more exciting, relevant and marketable when people with diverse viewpoints and experiences participate in their research and development.    Our commitment to creating the best quality flavors in the world is fed by our inclusive approach to every aspect of our business. And that includes the diversity of our suppliers. McCormick seeks to contribute to the economic growth of a diverse business community. Our Supplier Diversity Program (SDP) enables us to develop relationships with qualified, diverse businesses that meet our high standards for quality and cost effectiveness.",BD,mccormick-company,"Through every milestone in McCormick's history, there's a common thread: We keep pushing to raise the art, science and passion of flavor to a higher leveland improving the universal experience of eating.  Since 1889, McCormick has been the Company to turn to for flavor expertise. Today the world relies on our treasured consumer brands, trusted ingredients and culinary know-how.  Retail outlets, food manufacturers and food service businesses - they all depend on our spices, seasonings and flavorings. McCormick is so prevalent throughout the food industry that it's very likely you enjoy the taste of McCormick every day.  For over 125 years, McCormick has an unmatched track record in delivering safe, high-quality products to people around the globe.",mccormick.jpg,http://www.columbia.edu/~rtd2118/logos/mccormick.jpg
 mcdonalds,https://www.mcdonalds.com/us/en-us.html,"Ray Kroc wanted to build a restaurant system that would be famous for providing food of consistently high quality and uniform methods of preparation. He wanted to serve burgers, buns, fries and beverages that tasted just the same in Alaska as they did in Alabama.    To achieve this, he chose a unique path: persuading both franchisees and suppliers to buy into his vision, working not for  McDonald's but for themselves, together with McDonald's. He promoted the slogan,  _In business for yourself, but not by yourself. Э His philosophy was based on the simple principle of a 3-legged stool: one leg was McDonald's franchisees; the second, McDonald's suppliers; and the third, McDonald's employees. The stool was only as strong as the three legs that formed its foundation.",BD,mcdonalds,"McDonald's Corporation operates and franchises McDonald's restaurants worldwide.   McDonald's Corporation operates and franchises McDonald's restaurants in the United States, Europe, the Asia-Pacific, the Middle East, Africa, Canada, and Latin America. The company's restaurants offer various food products, soft drinks, coffee, and other beverages. In response to changing consumer tastes, the company has expanded its menu to include salads, fish, wraps, smoothies, and seasoned fries.   A McDonald's restaurant is operated by either a franchisee, an affiliate, or the actual corporation itself. The McDonald's Corporation revenues come from the rent, royalties, and fees paid by the franchisees as well as sales in company-operated restaurants.   The company was founded in 1940 and is based in Oak Brook, Illinois.",mcdonalds.png,http://www.columbia.edu/~rtd2118/logos/mcdonalds.png
 mckesson,http://www.mckesson.com/,"McKesson is the oldest and largest health care company in the nation, serving more than 50% of U.S. hospitals and 20% of physicians. We deliver one-third of all medications used daily in North America with operations in more than 16 countries.",BD,mckesson,"McKesson Corporation provides medicines, pharmaceutical supplies, information and care management products and services across the healthcare industry. The Company operates in two segments. The McKesson Distribution Solutions segment delivers ethical drugs, medical-surgical supplies and equipment and health and beauty care products throughout North America. This segment also provides specialty pharmaceutical solutions for biotech and pharmaceutical manufacturers, sells financial, operational and clinical solutions for pharmacies (retail, hospital, long-term care) and provides consulting, outsourcing and other services. The McKesson Technology Solutions segment delivers enterprise-wide clinical, patient care, financial, supply chain, strategic management and software solutions. In July 2011, the Company acquired Portico Systems from Safeguard Scientifics, Inc. On March 25, 2012, it acquired the independent banner and franchise businesses of Katz Group Canada Inc.    McKesson Distribution Solutions delivers pharmaceuticals to retail pharmacies and institutional providers like hospitals and health systems. They operate pharmaceutical distribution centers across the country, serving customers in all 50 states. They also deliver a comprehensive offering of health care products, technology, equipment and related services to the alternate site market, including physician offices, surgery centers, long-term care facilities and home care businesses across the country. McKesson is currently the largest pharmaceutical distributor in North America. McKesson also operates McKesson Canada and has an equity holding in Nadro, a leading distributor in Mexico.",mckesson.jpg,http://www.columbia.edu/~rtd2118/logos/mckesson.jpg
 mckinsey,http://www.mckinsey.com/,"Our firm is designed to operate as one. We are a single global partnership united by a strong set of values, focused on client impact. We take a consistent approach to recruiting and developing our people, regardless of where they are based. This structure ensures that we can quickly deliver the right team, with the right experience and expertise, to every client, anywhere in the world.    Every business has an impact on society and the way that people live their lives, from the products and services they deliver--whether food, mobile communications, banking services, or utilities--to the way they operate--including employment practices and supply-chain decisions. As advisors to the world's leading businesses, governments and nonprofits, our principal contribution to society is through our work with them.",BD,mckinsey-company,"McKinsey & Company is a global management consulting firm, the trusted advisor to the world's leading businesses, governments, and institutions.  McKinsey & Company provides solutions for issues of concern to senior management in large corporations and organizations. It provides advisory services to the world's leading businesses, governments, and institutions. It also provides industry practice solutions and functional practice solutions. Its industry practice solutions include advanced electronics, chemicals, metal and mining, electrical power, consumer goods, and more. Its functional practice solutions include business technology, corporate finance and sales, operations, and other related areas.  McKinsey & Company was established in 1926 and is based in London, United Kingdom. It operates additional offices in each continent. When James O. McKinsey founded McKinsey in 1926, he could not have imagined the reach his small firm would eventually have. Eighty-seven years later, the firm has grown into a global partnership serving two-thirds of the Fortune 1000.",mckinsey.png,http://www.columbia.edu/~rtd2118/logos/mckinsey.png
 mclane-company,https://www.mclaneco.com/,"Since our 1894 founding in Cameron, Texas, McLane has been through many changes. One aspect that has not changed is our beliefs and values.    Our founder, Robert McLane, felt deeply that business should be based on honesty, integrity and high Christian principles. These beliefs and values are the principles that guide our relationships with customers, teammates and shareholders.    Over 120 years later, we continue to honor these principles in all our day-to-day business relationships.    McLane Company is dedicated to fostering an environment where employees are treated equally and one that is reflective of the diverse world in which we live. Each employee, or  _teammate, Э is considered a valuable component of our supply chain management process and the overall McLane team, also consisting of  _coaches Э and our People team. Our core values and beliefs are ingrained in everything we do and speak to our family-centric mentality.  Our commitment to our customers' success is also reflective of our passion to make a difference in the community and within talent advancement. In fact, McLane has some of the longest tenured employees in the industry, some of which advanced from washing trucks and admin positions to carry the title of president.",BD,mclane,"McLane Company, Inc. is a $48 billion supply chain services leader, providing grocery and foodservice supply chain solutions for convenience stores, mass merchants, drug stores and chain restaurants throughout the United States. McLane, through McLane Grocery, McLane Foodservice and wholly owned subsidiary, Meadowbrook Meat Company, Inc., (MBM), operates 80 distribution centers across the U.S. and one of the nation's largest private fleets.  The company buys, sells and delivers more than 50,000 different consumer products to nearly 90,000 locations across the U.S. In addition, McLane provides alcoholic beverage distribution through its wholly owned subsidiary, Empire Distributors, Inc. McLane is a wholly owned unit of Berkshire Hathaway Inc. (NYSE: BRK) and employs more than 20,000 teammates.",mclane-company.jpg,http://www.columbia.edu/~rtd2118/logos/mclane-company.jpg
 medtronic,http://www.medtronic.com/us-en/index.html,"We are committed to improving lives through our medical technologies and solutions. By joining together with Covidien, we can accelerate and advance our ability to create meaningful innovations for hospitals, health systems, and healthcare providers so they can deliver the best care possible to patients and their families around the world.",BD,medtronic,"Medtronic, Inc. (www.medtronic.com), headquartered in Minneapolis, is the global leader in medical technology  alleviating pain, restoring health and extending life for millions of people around the world.  Medtronic is the world's largest medical technology company, offering an unprecedented breadth and depth of innovative therapies to fulfill our Mission of alleviating pain, restoring health, and extending life. Last year, more than 10 million people benefited from our medical therapies, which treat cardiac and vascular diseases, diabetes, and neurological and musculoskeletal conditions.",medtronic.png,http://www.columbia.edu/~rtd2118/logos/medtronic.png
 mercedes-benz,https://www.mbusa.com/mercedes/index,"In 2015, MBUSA achieved the highest annual sales volume in its history with 343,088 units sold for the Mercedes-Benz brand, representing a 3.8% increase over 2014 sales. Sprinter Vans achieved an annual sales total of 29,889 gaining 16.1%. Adding 7,484 units from smart, MBUSA's year-end-sales total hit an all-time record 380,461 vehicles, increasing 3.8% from the previous year.    Although MBUSA was founded in 1965, importation of Mercedes-Benz vehicles actually began in 1952 under Max Hoffman. Mr. Hoffman was a driving force behind the car that cemented the identity of Mercedes-Benz in America: the iconic 300SL Gullwing.    By 1957, Mercedes-Benz was in a position to expand its reach in the United States and entered into a distribution agreement with Studebaker-Packard Corporation. Eight years later, the company struck out on its own, forming Mercedes-Benz USA.    Over the following years, MBUSA grew into a nationwide organization, now employing over 1,600 people. The company also has 368 associated dealerships that employ over 22,000 people themselves.",IB,mercedes-benz,"Mercedes-Benz USA (MBUSA) is an automobile manufacturer that sells sedans, coupes, SUVs and wagons, convertibles and roadsters, hybrid and electric cars, and car accessories.  Mercedes-Benz USA was founded by Carlos MartР_nez LizРНn in 1883 and is headquartered in New Jersey, United States. It is a division of Daimler, an automobile company based in Baden-Wurttemberg, Germany.",mercedes-benz.png,http://www.columbia.edu/~rtd2118/logos/mercedes-benz.png
 merck,http://www.merck.com,"Our corporate responsibility approach is aligned with the company's mission and values. It articulates how we see our responsibilities in the areas of access to health, ethical and transparent business practices, environmentally sustainable operations, scientific advancement, employee wellness, and value creation for our shareholders. - See more at: http://www.merck.com/about/corporate-responsibility/home.html#sthash.e3LlTzkZ.dpuf",BD,merck-co-inc,"Merck & Co., Inc. (NYSE: MRK), d.b.a. Merck Sharp & Dohme, MSD outside the United States and Canada, is an American pharmaceutical company and is one of the largest pharmaceutical companies in the world. Merck headquarters is currently located in Whitehouse Station, New Jersey, though in 2013 the company announced it would be relocating to Kenilworth, New Jersey by 2015. The company was established in 1891 as the United States subsidiary of the German company now known as Merck KGaA. Merck & Co. was confiscated by the US government during World War I and subsequently established as an independent American company. It is currently one of the world's seven largest pharmaceutical companies by market capitalization and revenue.  Merck also publishes The Merck Manuals, a series of medical reference books for physicians, nurses, and technicians. These include the Merck Manual of Diagnosis and Therapy, the world's best-selling medical textbook, and the Merck Index, a compendium of chemical compounds.  In 2012 the company received the ""Facility of the Year""-Category Winner for Facility Integration Award for the Vaccine Bulk Manufacturing Facility (VBF) Program of Projects in Durham, North Carolina, USA.  Merck & Co. Subsidiaries: - Merck Animal Health",merck.jpg,http://www.columbia.edu/~rtd2118/logos/merck.jpg
 metlife,https://www.metlife.co,"MetLife offers solutions and guidance to help customers meet their goals and navigate life's twists and turns. We hear it from our customers: Change is happening faster than ever before. You're looking for a partner you can trust to help navigate life's twists and turns--without the hassles you've come to expect from a financial services company.    We're listening. To become the company our customers want, we're changing the way we do business: simplifying our products, developing sales and servicing technology that's straightforward and helpful, and creating a better customer experience in all of your interactions with us. Our new look and logo reflect the modern, innovative company we're becoming.    This is just the beginning of the journey. We're looking forward to changing with you--and navigating life together.",BD,metlife,"MetLife, Inc. (MetLife) is a provider of insurance, employee benefits and financial services, with operations throughout the United States and the regions of Latin America, Asia Pacific and Europe, Middle East and India (EMEI). The Company provides a variety of insurance and financial services products, including life, dental, disability and long-term care insurance, various annuity products, and auto and home insurance. Within the United States, it also provides a range of savings and mortgage banking products. The Company's segments include Insurance Products (group life, individual life and non-medical health insurance products), Retirement Products (individual and institutional annuity products), Corporate Benefit Funding (pension closeouts, structured settlements and other benefit funding solutions), Auto and Home segment, International, as well as Banking, Corporate and Other.   MetLife, Inc. is the holding corporation for the Metropolitan Life Insurance Company, or MetLife, for short, and its affiliates. MetLife is among the largest global providers of insurance, annuities, and employee benefit programs, with 90 million customers in over 60 countries. The firm was founded on March 24, 1868.  On January 6, 1915, MetLife completed the mutualization process, changing from a stock life insurance company owned by individuals to a mutual company operating without external shareholders and for the benefit of policyholders. The company went public in 2000. Through its subsidiaries and affiliates, MetLife holds leading market positions in the United States, Japan, Latin America, Asia's Pacific region, Europe, and the Middle East. MetLife is the largest life insurer in the United States and serves 90 of the largest Fortune 500 companies. The company's principal offices are located at 1095 Avenue of the Americas in Midtown Manhattan, New York City, though it retains some executive offices and its boardroom in the MetLife Building, located at 200 Park Avenue, New York City, which it sold in 2005.",metlife.png,http://www.columbia.edu/~rtd2118/logos/metlife.png
 mgm-resorts-international,https://www.mgmresorts.com/company/company-overview.aspx,"MGM Resorts International develops, builds and operates unique destination resorts designed to provide a total resort experience, including first-class accommodations and dining, world-class entertainment, state-of-the-art meeting and convention facilities, and high-quality retail and gaming experiences.",F500,mgm-resorts-international,"MGM Resorts International develops, builds and operates unique destination resorts designed to provide a total resort experience, including first-class accommodations and dining, world-class entertainment, state-of-the-art meeting and convention facilities, and high-quality retail and gaming experiences.",mgm-resorts-international.jpeg,http://www.columbia.edu/~rtd2118/logos/mgm-resorts-international.jpeg
 michael-kors,http://investors.michaelkors.com,"Michael Kors is a world-renowned, award-winning designer of luxury accessories and ready-to-wear. His namesake company, established in 1981, currently produces a range of products under his signature Michael Kors Collection and MICHAEL Michael Kors labels. These products include accessories, footwear, watches, jewelry, men's and women's ready-to-wear, eyewear and a full line of fragrance products.    Michael Kors stores are operated, either directly or through licensing partners, in some of the most prestigious cities in the world, including New York, Beverly Hills, Chicago, London, Milan, Paris, Munich, Istanbul, Dubai, Seoul, Tokyo, Hong Kong, Shanghai and Rio de Janeiro.    Behind this burgeoning empire stands a singular designer with an innate sense of glamour and an unfailing eye for timeless chic. Michael Kors has won numerous accolades within the fashion industry, been honored for his philanthropy, and earned the respect and affection of millions. Wholly dedicated to a vision of style that is as sophisticated as it is indulgent, as iconic as it is modern, he has created an enduring luxury lifestyle empire with a global reach.    Michael Kors has always been involved in philanthropy, fighting hunger for more than 20 years. A longtime supporter of God's Love We Deliver, he has worked with the New York-based organization to help distribute meals to people with HIV/AIDS, cancer and other serious illnesses. In 2013, he partnered with the United Nations World Food Programme (WFP) to help fight world hunger by designing the 100 Series watch. A portion of the proceeds from his special-edition timepiece helps WFP deliver food to children through its school meals program.",BD,michael-kors-holdings,"Michael Kors Holdings Limited is a global lifestyle brand . The Company designs, materials and craftsmanship with a jet-set aesthetic that combines stylish elegance and a sporty attitude. The Company is an American sportswear house to a global accessories, footwear and apparel company with a presence in over 85 countries.",michael-kors.jpg,http://www.columbia.edu/~rtd2118/logos/michael-kors.jpg
 michaels,http://www.michaels.com/,"We believe Michaels is where creativity happens. With 1,262 stores (consisting of 1,168 Michaels stores in the 49 states and Canada and 120 Aaron Brothers stores) as of January 31, 2015 and $4.7 billion in sales in fiscal 2014, Michaels is the largest arts and crafts specialty retailer in North America. We also operate a market-leading vertically-integrated custom framing business. Our mission is to inspire and enable customer creativity, create a fun and rewarding place to work, foster meaningful connections with our communities and lead the industry in growth and innovation.",BD,michaels-stores,"Michaels Stores is North America's largest specialty retailer of arts, crafts, framing, floral, wall d   cor and seasonal merchandise for the hobbyist and do-it-yourself home decorator. As of October 2, 2010, the Company owns and operates 1,041 Michaels stores in 49 states and Canada, and 142 Aaron Brothers stores.",michaels.jpg,http://www.columbia.edu/~rtd2118/logos/michaels.jpg
