"name","web_url","desc"
"gmc","http://www.gmc.com","Our purpose begins with a few simple but incredibly powerful words: We are here to earn customers for life.    Our purpose shapes how we invest in our brands around the world to inspire passion and loyalty.    It drives us to translate breakthrough technologies into vehicles and experiences that people love.    It motivates the entire GM team to serve and improve the communities in which we live and work around the world.    Over time, it's how we will build GM into the world's most valued automotive company."
"graybar-electric-company","http://www.graybar.com","Founded in 1869, Graybar procures, warehouses, and delivers tens of thousands of electrical supplies, communications and data products, components and related services to its customers. Graybar stocks and sells hundreds of thousands of items from thousands of manufacturers.    Graybar serves customers in the construction market, the commercial, institutional and government (CIG) market, and the industrial and utility markets, with products and services that support new construction, infrastructure updates, building renovation, facility maintenance, repair and operations, and original equipment manufacturing.    Through its distribution network and value-added services, including kitting and integrated solutions, Graybar is helping its customers to power and network their facilities with speed, intelligence and efficiency. By adding sophisticated logistics and project management to its operations, Graybar has become a vital link in America's supply chain."
"grey-goose","https://www.greygoose.com","For centuries the most respected experts in spirits distillation have practiced their craft in the region, which is renowned for its luxury foods, wines and spirits.    When Fran_ois Thibault, a cognac matre de chai - 'cellar master' - announced that he intended to use his considerable spirits-making skills to create vodka, people in the region were skeptical. Today, GREY GOOSE is enjoyed around the world."
"group-1-automotive","http://www.group1auto.com/","Houston-based Group 1 Automotive, Inc., an international, Fortune 500 automotive retailer, is a leading operator in the automotive retailing industry. Since its initial public offering in October 1997, Group 1 has grown to become the third largest dealership group in the United States and has expanded into the United Kingdom and Brazil. The company has achieved its success through a strategy that leverages management experience and emphasizes geographic and brand diversity, interrelated revenue streams, operational efficiencies and the prudent deployment of capital.  Group 1 owns and operates 162 automotive dealerships, 212 franchises, and 37 collision centers in the United States, United Kingdom and Brazil. Through its dealerships, the company sells new and used cars and light trucks; arranges related vehicle financing; sells service contracts; provides maintenance and repair services; and sells vehicle parts."
"guardian-life-ins-co-of-america","https://www.guardianlife.com/","As a mutual insurance company, we are owned by our policyholders who share in Guardian's actual financial results through annual dividends*. These payments are determined by the firm's profits, and Guardian has paid a dividend every year since 1868. We take the very long view, invest soundly, and maintain a strong capital base that enables us to meet our insurance commitments today and far into the future. Our sole responsibility is to our clients and policyholders, and that is reflected in everything we do."
"gucci","https://www.gucci.com/int/en/st/about-gucci","Influential, innovative and progressive, Gucci is reinventing a wholly modern approach to fashion. Under the new vision of creative director Alessandro Michele, the House has redefined luxury for the 21st century, further reinforcing its position as one of the world's most desirable fashion houses. Eclectic, contemporary, romantic--Gucci products represent the pinnacle of Italian craftsmanship and are unsurpassed for their quality and attention to detail.    Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands."
"halliburton","http://www.halliburton.com/","Founded in 1919, Halliburton is one of the world's largest providers of products and services to the energy industry. With approximately 50,000 employees, representing 140 nationalities, and operations in approximately 70 countries, the company serves the upstream oil and gas industry throughout the lifecycle of the reservoir  _ from locating hydrocarbons and managing geological data, to drilling and formation evaluation, well construction, completion and production optimization.    Halliburton comprises 14 product service lines (PSLs). The PSLs operate in two divisions: Drilling and Evaluation, and Completion and Production. Our Consulting and Project Management PSL works across both divisions and is the spearhead of our integrated-services strategy. Its financial results are included in the Drilling and Evaluation Division. PSLs are primarily responsible and accountable for strategy, technology development, process development, people development and capital allocation.Halliburton is committed to providing world-class services to our customers. We realize this commitment requires developing a diverse and global network of qualified suppliers.    From this site, a supplier can gain a better understanding of Halliburton's supplier requirements, commerce and collaboration platforms, Accounts Payable guidelines, and supplier diversity.  Current suppliers can also reference our ""Supplier Guide"" for step-by-step instructions on how to better collaborate with Halliburton through our e-commerce platforms.    Halliburton provides a broad array of products and services  to upstream oil and gas customers worldwide, ranging from the manufacturing of drill bits and other downhole and completion tools to pressure pumping services to microseismic and fiber optic technologies."
"harman-international-industries","https://www.harman.com/","HARMAN designs and engineers connected products and solutions for automakers, consumers, and enterprises worldwide, including connected car systems, audio and visual products, enterprise automation solutions; and connected services.  Our talented workforce and innovation strength create value for our stakeholders by enabling rich experiences through the connected car, connected enterprise and connected lifestyle.    Audiophiles from every generation call on HARMAN to deliver the best in sound in the studio and on the stage, at home and on the go. HARMAN's portfolio of legendary audio brands includes AKG, Harman Kardon, Infinity, JBL, Lexicon, Mark Levinsonand Revel. More than 30 million vehicles on the road today enjoy an enhanced driving experience, thanks to HARMAN audio and infotainment. We extend the same spirit of innovation to the world's leading performance and sporting venues, providing everyone with the best seats in the house.     Seizing the rich opportunities of today's global markets requires more than legendary sound. HARMAN has reshaped our organization and cost structure to make the Company more agile in a changing world and addressed the rising importance of highly integrated, software-rich products and services. Most importantly, our track record of innovation, which has distinguished HARMAN and its premium audio and infotainment brands for more than 60 years, continues."
"harman-intl","https://www.harman.com/","We believe that all young people should have the opportunity to learn a robust set of science, technology, engineering and math (STEM) skills to succeed. Numerous studies have shown, and our employees across the globe have seen, how important early access to STEM education is for providing career pathways for our future generations. As a connected technologies company, HARMAN is passionate about advancing the STEM education arena and bringing our technology expertise, resources and inventive drive to young people across the globe.     HARMAN engineers solutions to enhance life's experiences, simplifying the way people interact with technology and connecting them to the world around them.    At HARMAN, we combine passion and purpose to design and deliver smart products, systems, software and services that connect people wherever they are. We lead with integrity, innovate with intention, and drive operational excellence to inspire breakthrough performances that generate customer value and strong shareholder returns."
"harris-corp","https://www.harris.com/","Harris Corporation will be the best-in-class global provider of mission-critical products, systems and services to both government and commercial customers, combining advanced technology and application knowledge to offer a superior value proposition.    Innovation is at the very core of Harris Corporation, and has been for more than 120 years. Harris' very existence came from the need to create new technology that was more advanced than what existed, tackling new challenges and changing an industry. That first technology  _ a better, faster printing press in the late 1800s  _ paved the way for Harris to continue to build its reputation on innovation. The dedication to innovation is reflected in Harris making an industry-leading investment in research and development to ensure the company will continue to lead the way in next-generation technology.    Our Values: Shaping the Difference    Integrity  _ In our words and actions.   We never compromise our values in pursuit of business performance and success.    Excellence  _ In everything we do.   We work relentlessly to obtain the highest quality results through continuous improvement and flawless execution.    Customers  _ Exceeding expectations.   We are passionate about our customers' success and strive to exceed their expectations every day.    Results  _ Focused on driving business growth and shareholder returns and rewarding performance.   We succeed as individuals and as a company when we grow our businesses and create shareholder value.    Innovation  _ Demonstrating initiative and creative thinking.   We challenge the status quo, embrace change and solve problems through innovation, agility and creative thinking.    Inclusion  _ Embracing diverse ideas and talent.   We realize that success comes from diverse ideas and talent working together to achieve our goals."
"hbo","http://www.hbo.com/","No TV package required. The standalone streaming service from HBO. Watch anywhere, anytime, on any device.    HBO's new standalone streaming service is now available. Subscribe from your Apple device or a participating broadband provider.    Home Box Office, Inc. is the premium television programming subsidiary of Time Warner Inc. and the world's most successful pay TV service, providing two television services -- HBO and Cinemax -- to approximately 127 million subscribers worldwide."
"hca-holdings","http://hcahealthcare.com/","At HCA, we are driven by a single goal: the care and improvement of human life.    That's more than just a privilege. At HCA, it's our calling. Since our founding nearly 50 years ago, we have followed a vision of healthcare the way it should be: patient-centered, constantly evolving and constantly improving, practiced with integrity and compassion.    We all have a role in making this vision a reality. Together, we can make a difference in people's lives and build a thriving, healthier world."
"hcl-technologies","https://www.hcltech.com/","At HCL Technologies we believe in the power of relationships. And we would like to take this opportunity to invite you home. Come, take a 360-degree view of our campus in NOIDA and experience the pulse that powers our commitment to deliver beyond the contract.    We believe that real value lies in the relationship created between customer and provider, which is built on three deeply rooted value systems    While we pride our eye to detail in constructing robust contracts with clients, we realize that only a Relationship Beyond the Contract can capture what will change tomorrow.    The management's role at HCL Technologies is to empower employees to believe in the power of ideas - a culture we call Ideapreneurship. Helping clients from all spheres of work through innovative technology solutions, Ideapreneurs are transforming global businesses - one relationship at a time."
"hd-supply","http://www.hdsupply.com/homeimprovementsolutions/","HD Supply has an expansive product offering of approximately 800,000 SKUs of quality, name-brand and proprietary products at competitive prices. With approximately 550 locations across 48 states and six Canadian provinces, our 13,000 associates provide localized, customer-driven services including jobsite delivery, will call or direct-ship options, diversified logistics and innovative solutions that contribute to our customers' success."
"health-net-inc","https://www.healthnet.com/","Health Net's mission is to help people be healthy, secure and comfortable."
"heineken","http://www.heineken.com/us","Our values represent what we stand for as a corporate citizen, a business partner and an employer. They inspire us and are embodied by our employees at every level, function and geography of our business. Our long-standing company values are:    Passion for quality  Brands that people love  Enjoyment of life  Respect for people and planet  Code of Business Conduct   Enjoy Responsibly'"
"henry-schein-inc","https://www.henryschein.com/","Henry Schein delivers the solutions health care professionals rely on to improve the performance of their practice so they can improve the lives of patients    MISSION STATEMENT:    To provide innovative, integrated health care products and services; and to be trusted advisors and consultants to our customers - enabling them to deliver the best quality patient care and enhance their practice management efficiency and profitability."
"hermes","http://www.hermes.com/index_us.html","Know-how and creativity  Every creative gesture draws its strength from a mastery of specific expertise. Visual artists, designers, actors, musicians and dancers all master their art through constant practice to develop their core skills. Focusing on support to develop the talents of tomorrow, the Fondation d'entreprise Herms pursues a commitment to the creative men and women whose work helps us to see our world in a new light, challenging and consolidating the foundations of our shared culture.  We provide regular support for valued partner institutions.  Production techniques are a central focus for the Foundation. We intervene upstream in the creative process to give creative artists access to unexplored means of production. Art is built on sharing, and we complete the cycle by supporting initiatives to bring the resulting works to the public at large"
"hertz","https://www.hertz.com","""Our mission is to be the most customer focused, cost efficient vehicle and equipment rental / leasing company in every market we serve. We will strengthen our leading worldwide positions through a shared value culture of employee and partner involvement by making strategic investments in our brand, people and products. The focus of everything we do will be continuously inproving shareholder value."""
"hess","http://www.hess.com/","Our Corporate Values reinforce our commitment to traditional Hess strengths and underscore the qualities that define us as a leading global independent energy company. At Hess, six core values guide our actions as individuals at work and as a corporation: Integrity, People, Performance, Value Creation, Social Responsibility and Independent Spirit. They are the basic building blocks of our organization's culture and represent our company's collective conscience. While our strategy changes over time based on business conditions, our values are enduring."
"hp-enterprise","https://www.hpe.com/us/en/home.html","Introducing the industry's only built-for-enterprise hyperconvergence offering, brought to you by HPE's game-changing acquisition of SimpliVity. Get ahead of the game--and your competition--with the exciting new HPE SimpliVity, the best-in-class, software-defined hyperconverged infrastructure that makes hybrid IT simple for you.    The traditional role of IT is evolving, from managing applications that run the business - like ERP and Email - to apps which help to provide new customer experiences and generate new revenue. We help customers use technology to slash the time it takes to turn ideas into value. In turn, they transform industries, markets and lives.    Some of our customers run traditional IT environments. Most are transitioning to a secure, cloud-enabled, mobile-friendly infrastructure. Many rely on a combination of both. Wherever they are in that journey, we provide the technology and solutions to help them succeed."
"hilton","http://www3.hilton.com/en/index.html","As the most recognized name in the industry, travelers all over the world have been saying  _Take me to the Hilton  for almost a century. And because of our innovative approach to products, amenities and service, Hilton continues to be synonymous with hotel across the globe. Hilton Hotels & Resorts remains the stylish, forward thinking global leader of hospitality  _ and we help make traveling easier with our smart design, innovative restaurant concepts, authentic hospitality and commitment to the global community."
"hm","http://www.hm.com/us","The H&M group joins together more than 161,000 colleagues from different backgrounds and nationalities across the world. We are dedicated to always create the best offering and the best experience for our customers. We all share a values-driven way of working, based on a fundamental respect for the individual. Our shared values help create and open, dynamic and down-to-earth company culture where anything is possible."
"holiday-inn","http://ihg.co/Holiday_Inn","It's familiar. But, it's better than ever before. The first thing you'll notice is the new Holiday Inn sign outside. Inside you'll see stylish contemporary dcor, crisp white linens on every bed and a selection of soft and firm pillows in every room. It's more than a warm bed, a clean room, and a friendly smile. It's a hotel where you can sit back, relax and be yourself. For more information or to book reservations, please call 1-800-315-2621 or visit http://www.ihg.com/holidayinn.     Holiday Inn Express    Settle in, plug in your laptop and enjoy your stay. Holiday Inn Express is designed with frequent travelers in mind. With high speed internet access, a hot breakfast bar (US and Canada only) and a comfortable room that will leave you relaxed and recharged. It's more than a basic business hotel. It's a place that understands you, and the way you get things done. For more information or to book reservations, please call 1-800-315-2621 or visit http://www.ihg.com/holidayinnexpress     Holiday Inn Resorts    Imagine a place where time slows down, but the fun never stops. That's Holiday Inn Resorts. It's the perfect place for a great family vacation, with access to amazing activities just outside your door. It's fun. It's familiar. It's a resort that helps you make the most of your vacation"
"hollyfrontier-corporation","http://www.hollyfrontier.com","We strive to outperform our competition through the quality and development of our employees and assets. We endeavor to maintain an inclusive and stimulating work environment that enables each employee to fully contribute to and participate in our Company's success.    We conduct our business with primary emphasis on the health and safety of our employees, contractors and neighboring communities. We continuously strive to raise the bar, guided by our health and safety performance standards.    We are committed to minimizing environmental impacts by reducing wastes, emissions and other releases. We understand that it is a privilege to conduct our business in the communities where we operate.    We are committed to promoting sustainable social and economic benefits wherever we operate.    We uphold high standards of business ethics and integrity, enforce strict principles of corporate governance and support transparency in all our operations. One of our greatest assets is our reputation for behaving ethically in the interests of employees, shareholders, customers, business partners and the communities in which we operate and serve.    Innovation and high-performance are our way of life. Our culture creates a fulfilling environment which enables employees to reach their potential. We believe in creating our own destiny and that a constructive attitude toward change is essential."
"honda","http://www.honda.com/","At Honda, The Power of Dreams drives us to create intelligent products that enhance mobility and increase the joy in people's lives.    We continue to draw inspiration from the visionary ideas of our namesake, Soichiro Honda. He saw incredible power in the freedom of mobility and used his imagination to change the world. It is this mindset that guides us to help move people forward and protect the future we all share.    We strive to earn the trust and support of the many diverse communities we happily serve, and we'll always remember who's in the driver's seat on the way to a better world for all."
"honeywell","https://www.honeywell.com/","A Fortune 100 company with approximately $40B in sales in 2015, Honeywell creates solutions that improve quality of life for people around the globe -- generating clean, healthy energy, and using it more efficiently; increasing our safety and security; enabling people to connect, communicate, and collaborate; and equipping our customers to be even more productive. Our Great Positions in Good Industries have been a huge driver of our portfolio development and organic growth across industries, including homes and building, aviation, defense and space, oil and gas, industrial, chemicals and vehicles. Honeywell's story stretches back more than 125 years and encompasses several predecessor companies and the inspiring work of tens of thousands of people. But our core mission and values have been consistent from the start:     Our vision for a secure, comfortable, cleaner, more efficient future...     Our steadfast belief in the power of innovation ...     And our relentless drive for continuous improvement. From our genesis in 1885 to today, these are the principles that led us to the advancements and innovations of the past century and a quarter ...     And they continue to inspire and guide us as we create new solutions for the challenges of tomorrow."
"hormel","https://www.hormel.com/","Since 1891, the Hormel brand has been synonymous with quality, value and innovation.    Our founder, George A. Hormel held a strong commitment to quality, which was based on providing his customers a superior product that would keep them coming back for more. This vision is kept alive with products that retain the quality and flavor of the first products he offered. Today, our innovative products are a flavorful part of breakfast, lunch, dinner, snacks, and party solutions -- all created with convenience in mind to accommodate the busy schedule of you and your family. From the beginning, George was concerned about waste and cleanliness in the process of making great food products. In keeping with his high standards, the Hormel Foods Charitable Trust was established to benefit various organizations and projects that emphasize education, hunger and quality-of-life initiatives in and around Hormel Foods plant communities. We invite you to become more familiar with the diverse array of wholesome and great-tasting foods that are part of the HORMEL brand -- as relevant, delicious and high-quality as ever."
"host-hotels-and-resorts","https://www.hosthotels.com/","Luxury and value personified means putting our strategy, our values and our vision into everything we do. We are the preeminent owner of high-quality lodging real estate at the epicenter of dynamic and growing markets. Our overall goal is to generate superior long-term risk-adjusted returns for our stockholders.    Our EPIC (Excellence, Partnership, Integrity and Community) values guide us in our approach to maintaining the following:    Superior Portfolio  _ Own a geographically diverse portfolio of hotels located in major urban centers and resort destinations with relatively higher barriers to entry    Disciplined Capital Allocation  _ Allocate and recycle capital to earn returns that exceed our cost of capital and actively return capital to stockholders    Strong Asset Management Capabilities  _ Create value in our existing portfolio through intelligent asset management and capital investment    Powerful and Flexible Capital Structure  _ Embrace a flexible capital structure that allows us to execute our strategy throughout the lodging cycle    Top Employer and Responsible Corporate Citizen  _ Align our organizational structure with our business objectives to be a top employer and a responsible corporate citizen    Our vision is clear--to create superior total returns for stockholders through appreciation in asset values and growth in earnings and dividends. We truly believe that our employees play a vital and integral role in contributing to the company's success in achieving this vision.    We have a passion for excellence in everything we do. We value initiative and creativity and believe our focus and discipline are essential to everyday excellence.    We are dedicated to partnership and hold a deep respect for the talents and roles of others. We succeed through teamwork and communication.    We are committed to integrity and ethical behavior--to fulfilling our responsibilities and commitments. We are honest with ourselves and with others.    We are one with our community--our many communities. We recognize our responsibility to others and the balance in our lives reflects the importance of caring for others internally and externally."
"hp","http://www.hp.com/country/us/en/welcome.html","Our vision is to create technology that makes life better for everyone, everywhere -- every person, every organization, and every community around the globe. This motivates us -- inspires us -- to do what we do. To make what we make. To invent, and to reinvent. To engineer experiences that amaze. We won't stop pushing ahead, because you won't stop pushing ahead. You're reinventing how you work. How you play. How you live. With our technology, you'll reinvent your world.    This is our calling. This is a new HP."
"hrg-group","http://www.harbingergroupinc.com/mobile.view?c=118763&p=irol-irlandingpage","We intend to own companies that we consider to be undervalued or fairly valued with attractive financial or strategic characteristics.  We select strong leadership teams, work with them to establish specific objectives, and regularly review their strategy and performance.  We take a long-term view to investing and seek opportunities that generate attractive returns and significant cash flow in order to maximize value for our shareholders."
"huntington-ingalls-industries","http://www.huntingtoningalls.com","Huntington Ingalls Industries is America's largest military shipbuilding company and a provider of professional services to partners in government and industry. For more than a century, HII's Newport News and Ingalls shipbuilding divisions in Virginia and Mississippi have built more ships in more ship classes than any other U.S. naval shipbuilder. HII's Technical Solutions division provides a wide range of professional services through its Fleet Support, Integrated Missions Solutions, Nuclear & Environmental, and Oil & Gas groups. Headquartered in Newport News, Virginia, HII employs nearly 37,000 people operating both domestically and internationally."
"huntsman-corporation","http://www.huntsman.com/corporate/a/Home","We serve a broad and diverse range of consumer and industrial end markets, including: transportation, home life, construction, energy and fuels, and clothing and footwear. We develop products that address customers' needs and help provide solutions to some of the world's greatest challenges. Through our five divisions, we operate in more than 30 countries around the world, employing over 15,000 associates.  From helping feed the hungry, to raising funds to fight life-threatening diseases, associates worldwide organize grassroots activities to support many different causes, demonstrating their desire and passion to help others.    Giving back is good business    Making a meaningful difference in our communities is just as important as operating our business. Our global community is strengthened when we are all aligned for the purpose of helping those in need. We care about our communities and support causes and make donations to help better local schools, neighborhoods and healthcare facilities, among other things. Some of the charitable contributions by our associates and company include:    Enhancing the quality of education and health around villages in Baroda, India, through improving infrastructure of school buildings, helping train teachers, volunteering to teach students computer skills, funding and hosting summer camps for students, distributing school supplies and providing clean and safe drinking water to local villagers  Donating funds to keep a local medical facility in Cartagena, Colombia, operating, and creating a health campaign for medical professionals from that local medical facility to provide home care to neighboring residents who do not have the means to visit the medical facility or to pay for medical exams or medicine  Awarding grants to teachers in Port Neches-Grove Independent School District in Port Neches, Texas, for implementing innovative technology and projects in the class room that focus on STEM (science, technology, engineering and math)  Providing 32 acres of land - owned by Huntsman - for a new recreation and public sports complex for use by community youth sports teams in Port Neches, Texas  Supporting the American Red Cross through blood donations, and raising funds and supplies for global initiatives, including flood relief  Raising funds for United Way to help the organization with their focus on education, financial stability and health to create stronger communities  Donating annually to the United Nations Global Compact, the world's largest corporate sustainability initiative for companies to align strategies and operations with universal principles on human rights, labor, environment and anti-corruption, and take actions that advance societal goals  Contributing funds to De Eglantier, a therapeutic center in Leefdaal, Belgium, for children and adolescents with disabilities  Donating computers to local schools in Singapore and volunteering time to keep beaches and the environment healthy by participating in a beach clean-up in the region  Making the world a better place    Peter Huntsman, President and CEO of Huntsman Corp., is Chief Executive Officer of both The Huntsman Family Foundation and Huntsman Cancer Foundation.    The Huntsman Family Foundation supports cancer research, public education, higher education, the underserved, and programs that serve the homeless and women and children. The Huntsman Cancer Foundation is a public charity supporting the groundbreaking cancer research taking place at Huntsman Cancer Institute (HCI). Both foundations contribute hundreds of millions of dollars to charitable causes around the globe to make our world a finer place to live."
"hyatt","http://www.hyatt.com/","Care is at the heart of our business, and it's this distinct guest experience that makes Hyatt one of the world's best hospitality brands."
"hyatt-regency","http://investors.hyatt.com","Our purpose, goal and values are brought to life by our colleagues, whom we refer to as the Hyatt family. We believe that our colleagues embody our purpose of caring for people, including each other, our guests and ultimately our owners. This commitment to genuine service and care is what differentiates us and drives guest preference. The management teams at each of our managed properties lead by example, and we provide them with the appropriate autonomy to make operational decisions in the best interest of the hotel and brand. We believe the managers of our franchised properties are experienced operators with high standards who have demonstrated commitment to our values and our approach to caring for guests to enhance guest satisfaction. High levels of guest satisfaction lead to increased guest preference for our brands, which we believe results in a strengthened revenue base over the long term. We also believe that engaged colleagues will enhance efficient operation of our properties, resulting in improved financial results for our property owners. Sustained adherence to these principles is a basis for our brand reputation and is one of the principal factors behind the decisions by our diverse group of hotel owners and developers to invest in the Hyatt portfolio of properties around the world. We work with existing and prospective hotel owners and developers to increase our presence around the world, which we expect will lead to guest satisfaction, brand preference and new channels for professional growth for our colleagues."
"hyundai","https://www.hyundaiusa.com/","In the pursuit of creating vehicles of unparalleled quality and workmanship, we have one aim: To make everything better. It's how we can back our vehicles with America's Best Warranty. The results include third-party awards for the highest customer loyalty and lowest cost of ownership. But the thing about better is there's no finish line, because everything can always be better. This requires constantly pushing, improving and innovating, a never-ending process of searching for better materials, processes and design.    Creating a better driving experience is a result of many factors. Not only how a car performs on the road, but also how you and the vehicle interact with each other and how it makes you feel physically and emotionally. The cutting-edge, revolutionary, technological innovations we engineer into every Hyundai help us achieve all these criteria, whether that means improved fuel economy, advanced connectivity, safety, or comfort and convenience."
"icahn-enterprises-lp","http://www.ielp.com/","Icahn Enterprises L.P. (NASDAQ: IEP), a master limited partnership, is a diversified holding company engaged in ten primary business segments: Investment, Automotive, Energy, Gaming, Railcar, Mining, Food Packaging, Metals, Real Estate and Home Fashion.    Icahn Enterprises L.P. is a Delaware master limited partnership."
"iheartmedia","http://www.iheartmedia.com/Pages/Home.aspx","iHeartMedia, Inc. provides multi-platform advertising and marketing opportunities for partners and world-class entertainment for listeners.        iHeartMedia, Inc. continues to focus on developing innovative and dynamic campaigns for advertisers.  Clear Channel Outdoor operates close to one million displays in 45 countries across five continents, and continues to expand upon traditional billboard advertising by packaging unique combinations of displays in airports, rails, malls and more worldwide. The company's focus on investing in new technologies has led to the growth of its digital footprint.  These digital products help to create the ultimate advertising platform for out-of-the-box campaigns, featuring countdowns, video, time-sensitive updates and social media integration.   Its iHeartMedia division has the largest reach of any radio or television outlet in America with 245 million monthly listeners.  It serves 150 markets through 850 owned radio stations in the U.S.         The company's operations also include, online and mobile services, including iHeartRadio  _ the free all-in-one, industry-leading digital radio service; live concerts and events such as the iHeartRadio Music Festival; program syndication; real-time traffic services; music research services; and independent media representation. With the advent of new properties, platforms and opportunities, iHeartMedia, Inc. looks forward to continuing along the path towards a creative, dynamic and innovative future."
"ikea","http://www.ikea.com/us/en/","The IKEA Concept starts with the idea of providing a range of home furnishing products that are affordable to the many people, not just the few. It is achieved by combining function, quality, design and value - always with sustainability in mind. The IKEA Concept exists in every part of our company, from design, sourcing, packing and distributing through to our business model. Our aim is to help more people live a better life at home."
"illinois-tool-works","http://www.itw.com/","ITW businesses serve local customers and markets around the globe, with a significant presence in developed as well as emerging markets. The company has operations in 57 countries that employ more than 50,000 women and men who adhere to the highest ethical standards. These talented individuals, many of whom have specialized engineering or scientific expertise, contribute to our global leadership in innovation. We are proud of our broad portfolio of more than 17,500 granted and pending patents."
"infosys","https://www.infosys.com","seven engineers started Infosys Limited with just US$250.Today, Infosys is a global leader in next-generation IT and consulting, with revenues of US$7.4 billion. From its inception, the company was founded on the principle of building and implementing great ideas that drive progress for clients and enhance lives through enterprise solutions.    The company's service offerings span business and technology consulting, application services, systems integration, product engineering, custom software development, maintenance, re-engineering, independent testing and validation, business process outsourcing, and IT infrastructure services."
"ingersoll-rand","http://company.ingersollrand.com/ircorp/en/index.html","At Ingersoll Rand, we're committed to meeting the world's growing critical need for clean and comfortable air, safe and fresh food, energy efficiency and sustainable business practices.    We're passionate about building a better future - a world of sustainable progress and enduring results. To deliver on the needs of our customers and the communities where we operate, and to achieve premier performance, we will:    Build a Winning Culture	Build a Winning Culture  Build a winning culture by living our values, creating a progressive, diverse and inclusive environment, enabling innovation and creativity, and the development of customer solutions that engage all employees in Ingersoll Rand's mission.      Growing Strategically	Grow Strategically  Grow strategically through technology and innovation, sales excellence and product management by delivering sustainable solutions and services addressing unmet needs for comfort and efficiency across the globe.      Deploy Operational Excellence	Deploy Operational Excellence  Deploy operational excellence to add value as defined by our customers through a relentless emphasis on continuous improvement."
"ingram-micro","http://www.ingrammicro.com","Ingram Micro helps businesses fully realize the promise of technology_--helping them maximize the value of the technology that they make, sell or use. With its vast global infrastructure and focus on cloud, mobility, supply chain and technology solutions, Ingram Micro enables business partners to operate more efficiently and successfully in the markets they serve.    No other company delivers as broad and deep a spectrum of technology and supply chain services to businesses around the world.    Ingram Micro amplifies the value of its position at the intersection of thousands of vendor, reseller and retailer partners by customizing and delivering highly targeted applications for industry verticals, business to business customers and commercial needs. From provisioning solutions for system integrators working at the heart of the network to offerings through the full lifecycle of mobile devices, SMB to global enterprise software and computing, point of sale to cloud services, professional AV to physical security--Ingram Micro is trusted by customers to have the expertise and resources to help them define and push the boundaries of what's possible."
"ingredion-incorporated","http://www.ingredion.com/","We are a global ingredient solutions company making sweeteners, starches and unique ingredients from plant sources such as corn, tapioca, rice, sago and potato. We provide solutions and innovate for almost 60 industry sectors across more than 40 countries.      Our passion is delivering innovative, cost-effective ingredient solutions to keep you ahead of trends. Let's see what's possible working together. Whether you operate on a global or local scale, we'll work to keep you ahead of trends and improve your profitability."
"insight-enterprises","https://www.insight.com/","We offer the products, team, services and relationships that enable us to deliver customized cloud solutions that drive your organization forward. We care about our teammates, we care about our communities, and we care about our clients. We have Hunger, Heart and Harmony. We seek to have a positive impact in the lives of the people we serve by always putting our clients, partners and teammates first. We invite perspective, and we consistently celebrate each other's unique contributions as we work together to bring the best solutions to our clients."
"international-paper","http://www.internationalpaper.com/","We are committed to strengthening our people and the communities where we live and work using all resources responsibly and efficiently, and ensuring our businesses are safe, successful and sustainable for generations to come.    Our Vision:  To be among the most successful, sustainable and responsible companies in the world    Our Mission:  To improve people's lives, the planet and our company's performance by transforming renewable resources into products people depend on every day    We do the right things, in the right ways, for the right reasons, all of the time--this is The IP Way.    The IP Way Forward is how we go beyond just doing the right things; it's how we create value for all stakeholders for generations to come.    We do this by:    Sustaining Forests  Investing in People  Improving our Planet  Creating Innovative Products  Delivering Inspired Performance  The IP Way Forward is how we pursue our vision to be among the most successful, sustainable and responsible companies in the world.    We live in times that are characterized by rapid innovation, with new pressures and realities confronting   us every day. To calibrate our ethical compass, we rely on core values that are solid, enduring and time-tested.    We believe the path by which we reach our goals is as important as the success to which it leads us.      A global leader in the paper and packaging industry, International Paper employs approximately 55,000 people in more than 24 countries across North America, Europe, Latin America, Asia and North Africa.  Already a highly diverse organization, we are strongly committed to expanding diversity and inclusion through efforts focusing on the following:    Building Diverse Teams  Leveraging our Diversity  Engaging and Developing All Talent  Educating on Inclusive Behaviors  The driving force behind this evolution is the realization that genuinely valuing inclusion and diverse ideas results in a better work environment where diversity is valued and encouraged, prompting a heightened level of collaboration and innovation that results in better business performance."
"intl-fcstone","https://www.intlfcstone.com/","INTL FCStone Inc. (Nasdaq: INTL) provides clients across the globe with a comprehensive range of customized financial services and tools to help them protect their margins and manage volatility. A pioneer in specialized financial services, we open markets for underserved mid-market clients with insight, guidance and access. We believe that every company--regardless of size, regardless of industry, regardless of how long they've been in business--deserves access to the best advice, the best products, and the best, most efficient market access."
"invesco","http://www.invesco.com","As one of the largest independent global investment managers, Invesco Ltd. is dedicated to helping people worldwide build their financial security.    Invesco strives to deliver outstanding products and services through a comprehensive array of enduring investment solutions for our retail, institutional and private wealth management clients around the world.    Invesco is an independent investment management firm dedicated to delivering an investment experience that helps people get more out of life.    Our single focus is to help clients achieve their investment objectives  We are well-positioned to help clients achieve their investment objectives, due to our:    We believe the best investment insights come from specialized investment teams with discrete investment perspectives, operating under a disciplined philosophy and process with strong risk oversight. Our pure focus on investment management eliminates the distractions that compromise results.    As an independent firm, our global organization is solely focused on investment management. We direct all of our intellectual capital, global strength and operational stability toward helping clients achieve their investment objectives."
