StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q7,1_Q2,2_Q2,3_Q2,4_Q2,5_Q2,6_Q2,7_Q2,8_Q2,9_Q2,10_Q2,11_Q2,12_Q2,13_Q2,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,26_Q2,27_Q2,28_Q2,29_Q2,30_Q2,31_Q2,32_Q2,33_Q2,34_Q2,35_Q2,36_Q2,37_Q2,38_Q2,39_Q2,40_Q2,41_Q2,42_Q2,43_Q2,44_Q2,45_Q2,46_Q2,47_Q2,48_Q2,49_Q2,50_Q2,Q13,Q11,Q13,Q15,WBLID,Session,Payment,Bonus,Retake,Complete
2021-02-10 11:24:57,2021-02-10 11:26:54,IP Address,100,116,True,2021-02-10 11:26:54,R_2SJDaIl84NYMHHX,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,I was familiar with very few of the brands,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58181,120130,5 Amazon Gift Card,0,False,2021-02-10T11:26:54-05:00
2021-02-10 11:25:19,2021-02-10 11:28:37,IP Address,100,198,True,2021-02-10 11:28:37,R_t0aaJcpc18F1cuR,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58437,120130,5 Amazon Gift Card,0,False,2021-02-10T11:28:37-05:00
2021-02-10 11:20:27,2021-02-10 11:28:41,IP Address,100,493,True,2021-02-10 11:28:41,R_2dvaDAPpJ93LzTy,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63513,120130,5 Amazon Gift Card,0,False,2021-02-10T11:28:41-05:00
2021-02-10 11:08:07,2021-02-10 11:30:54,IP Address,100,1366,True,2021-02-10 11:30:54,R_3FV9tpDvQg95LJo,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,45657,120130,5 Amazon Gift Card,0,False,2021-02-10T11:30:54-05:00
2021-02-10 11:24:21,2021-02-10 11:31:39,IP Address,100,438,True,2021-02-10 11:31:40,R_3HozHeAT18hghsS,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60070,120130,5 Amazon Gift Card,0,False,2021-02-10T11:31:39-05:00
2021-02-10 11:29:15,2021-02-10 11:33:00,IP Address,100,225,True,2021-02-10 11:33:00,R_uagzTr3oirsCFJT,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58438,120130,5 Amazon Gift Card,0,False,2021-02-10T11:33:00-05:00
2021-02-10 11:32:08,2021-02-10 11:36:29,IP Address,100,261,True,2021-02-10 11:36:31,R_2CsrqaHj91PvkhP,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51082,120130,5 Amazon Gift Card,0,False,2021-02-10T11:36:29-05:00
2021-02-10 11:32:20,2021-02-10 11:36:48,IP Address,100,268,True,2021-02-10 11:36:49,R_3nbVQpW4tl3XCFR,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51650,120130,5 Amazon Gift Card,0,False,2021-02-10T11:36:48-05:00
2021-02-10 11:03:23,2021-02-10 11:37:47,IP Address,100,2063,True,2021-02-10 11:37:47,R_1rCXUGOzr5cNMwh,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,52280,120130,5 Amazon Gift Card,0,False,2021-02-10T11:37:47-05:00
2021-02-10 11:35:24,2021-02-10 11:38:03,IP Address,100,158,True,2021-02-10 11:38:03,R_1l4zExXJxBJ2saN,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60121,120130,5 Amazon Gift Card,0,False,2021-02-10T11:38:03-05:00
2021-02-10 11:33:56,2021-02-10 11:38:49,IP Address,100,292,True,2021-02-10 11:38:50,R_3L0S9KS4vNZt4Ag,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58545,120130,5 Amazon Gift Card,0,False,2021-02-10T11:38:49-05:00
2021-02-10 10:38:17,2021-02-10 11:39:19,IP Address,100,3662,True,2021-02-10 11:39:20,R_1gi0iVXMSF9dn2O,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63396,120130,5 Amazon Gift Card,0,False,2021-02-10T11:39:19-05:00
2021-02-10 11:37:22,2021-02-10 11:40:59,IP Address,100,216,True,2021-02-10 11:40:59,R_1MMu1dt9bvCIp73,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63265,120130,5 Amazon Gift Card,0,False,2021-02-10T11:40:59-05:00
2021-02-10 11:30:42,2021-02-10 11:46:02,IP Address,100,920,True,2021-02-10 11:46:02,R_2fy6OLdAA6vbtak,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58594,120130,5 Amazon Gift Card,0,False,2021-02-10T11:46:02-05:00
2021-02-10 11:44:02,2021-02-10 11:48:19,IP Address,100,256,True,2021-02-10 11:48:20,R_25XWWWZNZfQtz4N,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,44545,120130,5 Amazon Gift Card,0,False,2021-02-10T11:48:19-05:00
2021-02-10 11:38:45,2021-02-10 11:48:37,IP Address,100,592,True,2021-02-10 11:48:37,R_2Eie33Q8hcgAKtQ,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63476,120130,5 Amazon Gift Card,0,False,2021-02-10T11:48:37-05:00
2021-02-10 11:38:13,2021-02-10 11:50:22,IP Address,100,728,True,2021-02-10 11:50:22,R_UnkOx3yKPzdpzDb,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61894,120130,5 Amazon Gift Card,0,False,2021-02-10T11:50:22-05:00
2021-02-10 11:49:48,2021-02-10 11:53:35,IP Address,100,226,True,2021-02-10 11:53:36,R_21sr0k9dCKsD1Gd,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49754,120130,5 Amazon Gift Card,0,False,2021-02-10T11:53:35-05:00
2021-02-10 11:37:08,2021-02-10 11:54:51,IP Address,100,1062,True,2021-02-10 11:54:51,R_1pJzZhdbe7XT9Ld,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58514,120130,5 Amazon Gift Card,0,False,2021-02-10T11:54:51-05:00
2021-02-10 10:03:35,2021-02-10 11:58:49,IP Address,100,6914,True,2021-02-10 11:58:50,R_1dohUNhGG7pHp6Z,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63560,120130,5 Amazon Gift Card,0,False,2021-02-10T11:58:49-05:00
2021-02-10 10:05:33,2021-02-10 12:01:37,IP Address,100,6964,True,2021-02-10 12:01:37,R_r1pkCI99yd0yWOt,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63611,120130,5 Amazon Gift Card,0,False,2021-02-10T12:01:37-05:00
2021-02-10 11:51:26,2021-02-10 12:02:06,IP Address,100,640,True,2021-02-10 12:02:07,R_10UEnlBl3llUxI4,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60538,120130,5 Amazon Gift Card,0,False,2021-02-10T12:02:06-05:00
2021-02-10 11:58:52,2021-02-10 12:03:10,IP Address,100,258,True,2021-02-10 12:03:10,R_2s6npjzqVog5in3,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52216,120130,5 Amazon Gift Card,0,False,2021-02-10T12:03:10-05:00
2021-02-10 12:01:11,2021-02-10 12:03:46,IP Address,100,154,True,2021-02-10 12:03:46,R_3F4Nr0ViaNPbSXf,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",Something else,1-4 years,18-24,58338,120130,5 Amazon Gift Card,0,False,2021-02-10T12:03:46-05:00
2021-02-10 11:50:03,2021-02-10 12:04:44,IP Address,100,881,True,2021-02-10 12:04:44,R_RmKRDevE2XEGYKd,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60082,120130,5 Amazon Gift Card,0,False,2021-02-10T12:04:44-05:00
2021-02-10 11:59:41,2021-02-10 12:07:54,IP Address,100,492,True,2021-02-10 12:07:54,R_7VfjYq9pu3SZIrv,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58650,120130,5 Amazon Gift Card,0,False,2021-02-10T12:07:54-05:00
2021-02-10 12:05:02,2021-02-10 12:08:42,IP Address,100,220,True,2021-02-10 12:08:43,R_1eOTI2ZtNg4Kz4H,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,1-4 years,18-24,60228,120130,5 Amazon Gift Card,0,False,2021-02-10T12:08:42-05:00
2021-02-10 12:00:24,2021-02-10 12:09:05,IP Address,100,521,True,2021-02-10 12:09:06,R_2S2eDd9CICXT0rX,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51114,120130,5 Amazon Gift Card,0,False,2021-02-10T12:09:05-05:00
2021-02-10 12:00:23,2021-02-10 12:09:41,IP Address,100,558,True,2021-02-10 12:09:41,R_RsKVHI4pzBoIvpD,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58515,120130,5 Amazon Gift Card,0,False,2021-02-10T12:09:41-05:00
2021-02-10 12:05:46,2021-02-10 12:09:53,IP Address,100,246,True,2021-02-10 12:09:53,R_1IpfjFMrN9SGM5C,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48649,120130,5 Amazon Gift Card,0,False,2021-02-10T12:09:53-05:00
2021-02-10 12:05:02,2021-02-10 12:10:46,IP Address,100,344,True,2021-02-10 12:10:46,R_BSzIa3s7wBEdl4J,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,43099,120130,5 Amazon Gift Card,0,False,2021-02-10T12:10:46-05:00
