chars,colors,corners,edge,entropy,feat_size,feats,h_mean,h_sd,ht,name,perc_white,s_mean,s_sd,v_mean,v_sd,wt
3,4,30,0.008285751,0.875427546,0.076002501,11,0.243277514,0.280497804,891,sap,0.570806926,0.394422709,0.457388825,0.930686106,0.930686106,1759
1,3,67,0.031998305,0.873073654,0.022972538,9,0,0,143,camel,0.850745214,0,0,0.872825748,0.872825748,198
0,2,49,0.028828315,0.872890554,0.349693164,1,0.349076514,0.47434923,245,yum-brands,0.639275011,0.311588838,0.4206906,0.975042772,0.975042772,286
4,3,59,0.031993944,0.872269945,0.031175751,8,0,0,159,stryker,0.727801072,0,0,0.742312428,0.742312428,540
0,2,37,0.03405114,0.871033599,0.088528731,2,0.176501565,0.379948813,206,eli-lilly-and-company,0.813530142,0.158315192,0.336530226,0.987274326,0.987274326,344
17,6,147,0.023838768,0.869522638,0.006374981,36,0.131774648,0.331033739,141,steel-dynamics,0.829377815,0.053034481,0.182731388,0.893813884,0.893813884,537
11,2,122,0.030054645,0.865526892,0.012123235,17,0.129719914,0.241946854,195,world-fuel-services-corporation,0.782891971,0.162618296,0.356688114,0.91895205,0.91895205,366
8,3,64,0.029948868,0.864944323,0.024013879,8,0.128007095,0.319971646,185,devon,0.798290723,0.056103596,0.204204179,0.902545439,0.902545439,370
3,3,56,0.031815378,0.864691762,0.026568972,9,0.169199575,0.373491609,256,adobe,0.751319216,0.152345468,0.33262983,0.920645747,0.920645747,228
2,3,14,0.03900463,0.863061966,0.051413002,8,0.260911887,0.298087648,128,anixter-international,0.562094907,0.015649539,0.018338107,0.797209362,0.797209362,405
0,3,48,0.034178757,0.861843694,0.064680848,4,0,0,133,sony,0.719262946,0,0,0.73218314,0.73218314,568
7,3,52,0.024198524,0.861257732,0.013297219,13,0.089817458,0.201207822,150,walmart,0.817451375,0.168641505,0.364205508,0.968553333,0.968553333,497
6,2,35,0.03392294,0.860513995,0.020152886,8,0.172299705,0.376479733,165,airbnb,0.829754559,0.106039904,0.237363062,1,1,442
0,5,89,0.031051088,0.859786438,0.021190065,11,0.141508921,0.330579489,178,mclane-company,0.786835114,0.042579044,0.160858197,0.853079008,0.853079008,406
2,3,29,0.032085799,0.85947788,0.047869822,4,0,0,260,electronic-arts,0.78989645,0,0,0.801346328,0.801346328,260
1,3,75,0.025885559,0.858139091,0.007933313,21,0.089525532,0.210510047,176,emerson,0.850987738,0.111947163,0.305073456,0.938355141,0.938355141,367
0,3,74,0.036065741,0.858133236,0.073233776,4,0,0,126,xpo-logistics,0.686488766,0.107954022,0.307583462,0.788791659,0.788791659,621
5,3,43,0.034077556,0.856800291,0.032326348,8,0.026479273,0.07307034,138,nvidia,0.729442486,0.108580932,0.30821409,0.817458994,0.817458994,555
5,3,114,0.035966285,0.856203711,0.016926976,16,0,0,171,lam-research-corporation,0.775196991,0,0,0.793712172,0.793712172,426
3,2,46,0.027986339,0.85537521,0.022219662,8,0.113637159,0.23259827,158,micron-technology,0.812091725,0.153454724,0.331174293,0.903392216,0.903392216,467
11,4,62,0.039384615,0.853932805,0.010210623,14,0.049549073,0.209123584,104,quintiles-transnational-holdings,0.851692308,0.036963454,0.178252539,0.898584615,0.898584615,375
14,2,13,0.032381518,0.85339407,0.011381338,14,0.095286888,0.207426268,184,cisco,0.834317769,0.154913458,0.352711677,0.975975321,0.975975321,311
3,2,69,0.035903614,0.852580378,0.061793842,7,0,0,150,gillette,0.551472557,0,0,0.566566344,0.566566344,498
2,3,59,0.029530623,0.850894013,0.012180668,17,0.113422649,0.246277145,251,celgene,0.829813363,0.125328102,0.294886279,0.906938666,0.906938666,279
3,2,146,0.023430736,0.850152088,0.014768862,14,0.212043936,0.401652596,154,tjx,0.789353355,0.178588787,0.357099135,0.953147122,0.953147122,480
7,3,35,0.028387515,0.847518644,0.012057005,13,0.044812978,0.099291494,122,regions,0.836497793,0.09266704,0.217948985,0.940771614,0.940771614,531
5,4,121,0.027339507,0.846319471,0.006604505,23,0.091292227,0.222650758,196,heineken,0.829846224,0.146847018,0.339914852,0.936184053,0.936184053,357
3,3,29,0.032573104,0.845404461,0.070463049,6,0.095478492,0.28989207,197,cdw-corporation,0.748623722,0.081366449,0.256269444,0.839755459,0.839755459,355
15,4,128,0.021444167,0.845063266,0.003900889,32,0.044305233,0.15551177,140,iron-mountain-inc,0.882532751,0.031730221,0.164392164,0.928988844,0.928988844,458
6,3,90,0.041118421,0.840987826,0.022531052,9,0.211871591,0.397189186,136,rr-donnelley-and-sons-co,0.76803682,0.045366279,0.088651078,0.797156982,0.797156982,1064
2,3,16,0.020791462,0.840570929,0.253108324,2,0.093377377,0.202728787,235,owensillinois,0.484593527,0.431101194,0.427426217,0.937221853,0.937221853,307
9,4,87,0.031040131,0.837817929,0.011735112,14,0.044363005,0.153955539,165,bond-street,0.843325143,0.051256173,0.185473769,0.921830387,0.921830387,370
11,2,76,0.027696567,0.836790969,0.017859911,16,0.300597423,0.453595745,175,fmc-technologies,0.70217608,0.254690941,0.396999803,0.980714959,0.980714959,1032
0,2,35,0.031320862,0.836717175,0.258060516,2,0,0,168,pvh-corp,0.46704932,0,0,0.481320028,0.481320028,168
10,5,123,0.026173826,0.835705217,0.00962826,23,0.083024906,0.247437097,110,arthur-j-gallagher--co,0.858698444,0.035542633,0.125293388,0.917431028,0.917431028,637
11,3,76,0.046429271,0.835271152,0.011610279,13,0,0,126,calvin-klein,0.823325215,0,0,0.840491533,0.840491533,567
0,2,31,0.029106444,0.832079771,0.605881096,1,0.368706834,0.290902785,265,general-motors,0.388394446,0.476893095,0.384886848,0.768968875,0.768968875,265
5,4,53,0.03655914,0.829086681,0.012680067,13,0.049669295,0.157217083,155,directv,0.812210435,0.079948724,0.265853811,0.896550621,0.896550621,447
13,5,113,0.021015125,0.828230715,0.008824171,28,0.083715492,0.192231731,180,aes,0.832911576,0.143635794,0.33382024,0.923644276,0.923644276,382
14,3,137,0.033352161,0.827320675,0.004931335,19,0.062841945,0.184391032,153,lifepoint-health,0.905443933,0.041822583,0.167948937,0.955220557,0.955220557,486
5,3,70,0.030598381,0.825846379,0.013361359,9,0.080966424,0.203296349,171,newmont-mining-corporation,0.860830527,0.1165479,0.310949468,0.937410627,0.937410627,396
3,3,20,0,0.825811137,0.009071811,8,0,0,77,avon,0.938120703,0,0,0.961930013,0.961930013,238
5,3,50,0.015533059,0.824870913,0.006318073,14,0.057272618,0.168473592,109,hrg-group,0.904017716,0.06148263,0.226980339,0.950492708,0.950492708,290
12,4,95,0.015168539,0.818703832,0.003421475,38,0.011176601,0.077204365,178,mercedes-benz,0.918479133,0.00395666,0.039828333,0.957850061,0.957850061,280
8,3,84,0.02488256,0.818482388,0.007061341,18,0,0,131,calpine-corporation,0.904482286,0,0,0.921658818,0.921658818,312
12,3,85,0.050150475,0.818274997,0.009297575,18,0,0,98,morgan-stanley,0.856954763,0,0,0.877483712,0.877483712,434
0,2,94,0.037161838,0.817012054,0.150085611,4,0,0,157,santander,0.389055544,0.601482236,0.485695125,0.997631803,0.997631803,465
10,3,49,0.01344115,0.816884685,0.009161853,14,0.062933823,0.176473,105,pultegroup,0.865444744,0.096884259,0.259788187,0.942169794,0.942169794,265
35,3,145,0.01887338,0.813013794,0.002743361,44,0.067014046,0.194116034,295,grey-goose,0.897347956,0.030316953,0.142312309,0.95704205,0.95704205,340
1,3,25,0.022660175,0.810430374,0.249308293,2,0.407234582,0.425954064,227,travelcenters-of-america-llc,0.493824871,0.466628428,0.467973775,0.906840272,0.906840272,285
4,4,48,0.026565053,0.805858578,0.0158571,11,0.135937644,0.285775342,128,delta,0.806946998,0.172157391,0.365489935,0.906456,0.906456,612
3,3,104,0.021772758,0.804047265,0.0085138,24,0,0,141,leucadia-national-corporation,0.87902402,0,0,0.907614628,0.907614628,243
8,4,68,0.03150854,0.802797735,0.013424199,12,0.075567908,0.260663539,197,broadcom,0.817945985,0.06450802,0.230560424,0.894245334,0.894245334,362
9,3,66,0.018618101,0.8027188,0.007035689,16,0.068817423,0.220184217,88,sun-america,0.916599026,0.053329484,0.200311392,0.977544683,0.977544683,224
10,3,63,0.032932977,0.799245913,0.018547541,13,0,0,281,louis-vuitton,0.745536773,0,0,0.76122927,0.76122927,240
15,3,64,0.018201116,0.799075801,0.002322076,29,0.007747322,0.065806817,161,tiffany-co,0.941327935,0.00147533,0.023836934,0.966119932,0.966119932,316
0,2,4,0.027122642,0.798953356,0.032036164,6,0.026539159,0.052027638,160,apache,0.80166779,0.182523161,0.370847008,0.964926735,0.964926735,371
0,2,71,0.030489224,0.798904084,0.186608016,2,0.222707595,0.281143715,165,fastenal-co,0.617157753,0.340478872,0.440590312,0.858853174,0.858853174,651
16,5,122,0.034839546,0.797909779,0.004450567,32,0.070552708,0.214025889,125,st-jude-medical,0.863585089,0.073538847,0.247938664,0.912100575,0.912100575,617
9,4,98,0.024574935,0.797593422,0.009133014,17,0.044798974,0.148230674,166,monsanto-company,0.898617836,0.0730513,0.247101197,0.955091062,0.955091062,428
0,3,95,0.033642524,0.79486896,0.013968379,15,0,0,135,goodyear,0.771633445,0,0,0.78571224,0.78571224,563
11,3,97,0.029131073,0.79442825,0.016039049,15,0.138083203,0.234535502,294,duke-energy,0.746120644,0.226871446,0.401214256,0.897789852,0.897789852,829
19,3,90,0.030914761,0.792550366,0.008558212,20,0.136656272,0.334343062,185,michael-kors,0.838232848,0.014974784,0.037618364,0.875381925,0.875381925,260
0,3,126,0.029150579,0.792549132,0.015556628,10,0,0,148,coach,0.846509009,0,0,0.866375073,0.866375073,420
19,4,117,0.024810496,0.792234805,0.007397959,24,0.092744911,0.281870889,200,l3-communications-holdings,0.837638484,0.087775838,0.258765999,0.940446922,0.940446922,343
17,4,77,0.010653353,0.79066914,0.00251285,32,0.042457424,0.195305554,161,victorias-secret,0.925583772,0.00608906,0.042098529,0.958899994,0.958899994,316
5,4,92,0.035291566,0.790431308,0.014450134,11,0.04059917,0.196680068,132,travelers,0.817562124,0.036512387,0.175172118,0.869271872,0.869271872,489
5,3,57,0.02887798,0.789756378,0.016660238,8,0.114006769,0.27912465,155,gilead-sciences,0.852889201,0.053880585,0.209449069,0.938995132,0.938995132,460
4,4,221,0.021746118,0.789684971,0.003645137,39,0.06852201,0.242437185,183,burberry,0.896049082,0.010352459,0.066347441,0.925620033,0.925620033,391
8,3,77,0.01677814,0.788942231,0.002701331,57,0.095582753,0.213539673,238,ppl-corporation,0.840607672,0.139657283,0.32850133,0.955910151,0.955910151,294
7,2,30,0.031432197,0.788885148,0.019028274,13,0.143920888,0.24132978,192,cons-edison-inc,0.743742461,0.246143525,0.424781089,0.962224745,0.962224745,829
14,3,111,0.012048903,0.788180585,0.003478433,32,0.037728012,0.14297654,161,sherwin-williams,0.922006447,0.041049468,0.174150367,0.982935673,0.982935673,316
12,5,99,0.027987917,0.787208614,0.004601955,28,0.018256895,0.079198025,141,centurylink,0.861885999,0.038687232,0.175111726,0.907553784,0.907553784,540
1,2,45,0.033874604,0.78660854,0.036467485,7,0,0,134,snap-on-inc,0.730786793,0.25706889,0.430902898,1,1,523
17,4,83,0.034830867,0.78567588,0.003047921,25,0,0,172,fossil,0.913918252,0.00315144,0.014012528,0.941879465,0.941879465,330
10,3,68,0.034625323,0.78551118,0.01416173,11,0,0,185,ulta-salon-cosmetics,0.825560444,0,0,0.839661221,0.839661221,387
6,3,52,0.038067873,0.781264707,0.023658404,7,0,0,267,gucci,0.820582097,0,0,0.834598478,0.834598478,262
11,5,64,0.0353787,0.78041314,0.006561302,18,0.032649089,0.156150115,147,insight-enterprises,0.867563079,0.046747683,0.157443971,0.929310944,0.929310944,299
20,5,112,0.026034323,0.780385668,0.004799137,35,0.062090493,0.220700036,151,amerisourcebergen,0.887830236,0.037521985,0.171758395,0.92591807,0.92591807,465
6,7,13,0.01959683,0.779571268,0.014640935,17,0.046983981,0.114788358,205,coremark-holding-company,0.832661383,0.10501754,0.245165338,0.962127459,0.962127459,634
1,3,28,0.028101777,0.777839551,0.044455574,5,0.087029288,0.208972907,200,pnc,0.768303716,0.221227412,0.409588219,0.976815103,0.976815103,619
0,2,8,0.020602466,0.775201521,0.155637064,2,0.297873564,0.443217253,149,apple,0.68191041,0.034848583,0.052353232,0.732017371,0.732017371,129
7,2,70,0.030277839,0.774673584,0.012349442,12,0.121684213,0.318579662,156,ramada,0.881160866,0.087427194,0.249898505,0.966764684,0.966764684,347
6,4,19,0.02783274,0.772634464,0.021010269,13,0,0,168,dior,0.835641736,0.016553101,0.071409473,0.864147986,0.864147986,361
20,4,171,0.029627023,0.771353102,0.00275661,35,0.067999227,0.21448335,203,american-financial-group,0.905038705,0.068395754,0.238438613,0.962265182,0.962265182,350
9,2,94,0.029925926,0.770773033,0.028784351,11,0.202680462,0.287715111,150,borgwarner-inc,0.673876543,0.234380445,0.343729824,0.842669046,0.842669046,945
8,4,88,0.026201124,0.766996688,0.011261694,17,0.100618085,0.297348867,152,lear-corporation,0.795307304,0.102895366,0.301884417,0.912966898,0.912966898,459
5,3,54,0.020161351,0.766276154,0.035016117,9,0.018569895,0.132422582,259,verizon,0.671281342,0.014548892,0.111713293,0.69669134,0.69669134,1028
7,5,63,0.024076535,0.765320933,0.012632698,19,0.08512652,0.238299316,142,assurant,0.844857826,0.07841724,0.243124844,0.952179373,0.952179373,530
10,5,126,0.015902873,0.764684894,0.009117025,25,0.08778791,0.238487366,172,nationwide-mutual-insurance-co,0.865968163,0.071769098,0.229240084,0.935528517,0.935528517,374
26,4,136,0.017021976,0.764479221,0.002531192,47,0.058461423,0.1995758,121,sempra-energy,0.920994553,0.044428073,0.194197978,0.96963482,0.96963482,352
7,3,47,0.030827482,0.764248995,0.0129276,9,0.056517686,0.165698864,177,workday,0.873410551,0.113478039,0.310790341,0.970713249,0.970713249,379
0,2,52,0.021975747,0.763914051,0.134802327,3,0.001668287,0.002058174,245,hanesbrands,0.586246673,0.350458609,0.421113784,0.97276992,0.97276992,276
5,4,71,0.033056769,0.763085835,0.017222707,10,0.013595911,0.113669319,150,accenture,0.804454148,0.01164561,0.101177292,0.827604818,0.827604818,458
0,3,93,0.019950468,0.759983393,0.04375344,1,0,0,161,john-hancock,0.916168724,0,0,0.945726942,0.945726942,316
9,3,26,0.019651835,0.759678252,0.005988436,25,0.100767457,0.21795424,234,oneok,0.829191805,0.047820644,0.195629236,0.932942088,0.932942088,680
4,4,79,0.02330656,0.759045539,0.007755187,16,0.064687206,0.155843989,150,spartannash-company,0.855609103,0.122256411,0.315534009,0.930928577,0.930928577,498
10,5,67,0.021791768,0.757742312,0.070602478,14,0.220142288,0.381577158,238,mastercard,0.484959407,0.452742949,0.476860125,0.945807061,0.945807061,295
4,4,63,0.032900323,0.756345759,0.007810289,16,0.07945022,0.263267267,151,darden-restaurants,0.888945492,0.019271112,0.100099152,0.915607253,0.915607253,468
3,3,65,0.039842054,0.755262511,0.011136375,12,0,0,122,jp-morgan,0.861554009,0,0,0.878920064,0.878920064,438
8,4,107,0.02711567,0.754469864,0.017712049,14,0.006617894,0.026786597,155,symantec,0.82241868,0.051125001,0.211333533,0.885557152,0.885557152,478
13,3,62,0.035330132,0.749083083,0.008565731,18,0.009791338,0.098272228,143,conocophillips,0.83646474,0.006569226,0.068306463,0.858985428,0.858985428,498
5,2,42,0.029534524,0.746342889,0.026537272,9,0.139054422,0.241596343,284,intel,0.753847475,0.234648921,0.418051643,0.937033632,0.937033632,410
27,3,91,0.033690331,0.744150558,0.004654005,31,0.019706136,0.115983454,93,booz-allen-hamilton-holding-corp,0.887214348,0.000456326,0.004280947,0.911388511,0.911388511,503
11,4,71,0.025616593,0.742656284,0.01161865,17,0.000349491,0.001941152,149,eog-resources,0.849642334,0.02389333,0.138511842,0.892562645,0.892562645,486
4,3,59,0.029590905,0.741071926,0.010516416,9,0.066444725,0.185051374,195,domtar-corporation,0.888573562,0.089853439,0.267530943,0.952851232,0.952851232,309
3,3,23,0.024049739,0.739056318,0.070792709,4,0.094567677,0.2672616,210,ally-financial,0.699576092,0.07557542,0.234359853,0.739467538,0.739467538,337
21,4,89,0.015185,0.738522233,0.002163466,49,0.013779091,0.072558549,169,moet,0.922702645,0.013829849,0.085412309,0.957276723,0.957276723,332
16,4,110,0.024528763,0.738136723,0.004154041,28,0.06261796,0.181991584,203,loews-corporation,0.899482962,0.076279419,0.255484391,0.940135131,0.940135131,242
12,4,166,0.037926319,0.73360247,0.008270994,20,0,0,148,texas-instruments,0.834432647,0.05827361,0.231590839,0.908796507,0.908796507,504
9,4,89,0.016241907,0.732260538,0.007788033,15,0.046661012,0.168363155,170,windstream,0.878385453,0.066072001,0.21626388,0.950446045,0.950446045,427
10,4,77,0.023162215,0.731334567,0.009804738,24,0.095929134,0.290453568,148,alliance-data-systems-corp,0.837731222,0.08322139,0.259653761,0.9442644,0.9442644,507
3,3,132,0.019453749,0.726035239,0.017954506,10,0.104253923,0.299998251,389,entergy,0.810203201,0.092104692,0.272346561,0.921076123,0.921076123,911
0,3,30,0.019577423,0.723636135,0.019910925,7,0.093880914,0.226067986,141,boeing,0.850635343,0.085998104,0.234580936,0.96139422,0.96139422,480
3,3,50,0.033718524,0.719948354,0.032187823,12,0,0,223,adidas,0.719659078,0,0,0.731193312,0.731193312,312
4,2,105,0.019526876,0.718047708,0.004274701,26,0.071450791,0.196529935,190,spirit-aerosystems-holdings,0.889949608,0.082015952,0.248271387,0.955561228,0.955561228,376
2,4,70,0.030571696,0.71512699,0.008902388,11,0.058355366,0.205985877,138,max-factor,0.894593602,0.040826877,0.175731541,0.9339995,0.9339995,434
0,3,48,0.024973147,0.707861819,0.024815387,4,0.089443021,0.278471412,152,news-corporation,0.88457304,0.015941092,0.075428088,0.907138645,0.907138645,490
1,2,55,0.025005723,0.705518963,0.042653961,9,0.38705295,0.48074584,206,sabre,0.609415187,0.336901944,0.42565816,0.956635519,0.956635519,721
8,3,78,0.023859815,0.7050842,0.025416307,11,0.275678519,0.437238591,228,safeway,0.709644153,0.09976881,0.240745197,0.823297189,0.823297189,1059
15,3,63,0.028240166,0.704099898,0.006283644,24,0.029285518,0.126781683,175,kindred-healthcare,0.875969634,0.025689308,0.119211986,0.920678656,0.920678656,414
19,5,150,0.024276518,0.703825476,0.003964411,35,0.074234674,0.215493311,142,express-scripts,0.874504842,0.076193472,0.244899468,0.93959137,0.93959137,512
4,2,223,0.022316064,0.70114756,0.017191195,17,0.14185637,0.248077637,219,united,0.759909191,0.22825513,0.413686414,0.923238209,0.923238209,1064
13,4,220,0.027444966,0.700846937,0.005866912,42,0.251770166,0.426696234,581,chesterfield,0.735827133,0.105051223,0.23985968,0.873267586,0.873267586,1028
1,3,59,0.033922378,0.698291146,0.019902973,8,0,0,175,disney,0.819669694,0,0,0.833524069,0.833524069,346
2,2,42,0.025929003,0.697752063,0.013240018,8,0.06769335,0.18432832,195,davita-healthcar,0.884698455,0.100195513,0.290603182,0.949258981,0.949258981,463
5,4,42,0.033271566,0.694736873,0.0078791,13,0.019715566,0.115723822,173,comcast-corporation,0.877271344,0.030769748,0.14691329,0.92152199,0.92152199,418
4,3,50,0.024004905,0.691695963,0.007743232,16,0.13320389,0.335088587,228,tesla,0.868114507,0.112073183,0.294448798,0.987130064,0.987130064,186
4,3,61,0.035557041,0.680074224,0.020088057,7,0,0,161,mini,0.83628823,0,0,0.855087417,0.855087417,316
0,3,37,0.030856162,0.675421197,0.031414062,7,0,0,155,cartier,0.878506545,0,0,0.892612074,0.892612074,451
0,2,16,0.018882283,0.668476204,0.601985731,1,0.37215733,0.299338357,290,facebook,0.395434007,0.367226913,0.298606287,0.757174605,0.757174605,290
5,3,135,0.02435177,0.659398124,0.011993795,14,0,0,161,ralph-lauren,0.897100041,0,0,0.918149013,0.918149013,441
18,4,206,0.025875906,0.65888064,0.002303022,46,0.045791052,0.203729965,178,universal-music-group,0.91714175,0.009287737,0.062099323,0.937805793,0.937805793,406
12,2,73,0.00906798,0.650534553,0.004231849,16,0.055721337,0.174567207,181,biogen-idec-inc,0.92151093,0.053288852,0.199608243,0.979075292,0.979075292,368
1,2,36,0.023753612,0.641980385,0.077340535,4,0,0,269,nike,0.68305167,0,0,0.691287299,0.691287299,467
7,4,72,0.021755302,0.638155653,0.010597803,15,0.12306882,0.326963995,199,sanmina-corporation,0.839879154,0.090709701,0.244618207,0.962712264,0.962712264,331
0,2,58,0.033049162,0.637334338,0.035102302,4,0,0,115,zara,0.848863313,0,0,0.860294034,0.860294034,612
8,3,5,0.005887319,0.634096449,0.009461674,9,0.038001889,0.125761438,121,seagate,0.909690749,0.034042933,0.136488715,0.973979749,0.973979749,372
1,2,18,0.024441657,0.631714635,0.029014668,7,0.126664819,0.244736558,216,abbvie-inc,0.790190237,0.168817892,0.335620943,0.888685456,0.888685456,1063
7,4,107,0.026302999,0.630088665,0.008986083,13,0.020382374,0.090810248,190,weyerhaeuser,0.865965339,0.045073304,0.20604198,0.899111409,0.899111409,823
2,2,34,0.025770716,0.626069371,0.080533968,3,0.152722879,0.26122572,267,masco,0.748293821,0.111547077,0.19590337,0.884440396,0.884440396,973
4,2,139,0.02190626,0.625555137,0.005200645,22,0,0,118,trinity-industries,0.886654398,0,0,0.902241029,0.902241029,571
11,3,110,0.014261812,0.624586861,0.002596276,33,0.008321603,0.070002218,163,johnnie-walker,0.94000478,0.002677667,0.028586467,0.957641685,0.957641685,231
1,2,38,0.025025952,0.621241364,0.35217128,2,0.424504288,0.267433062,340,gap,0.285553633,0.705279437,0.452926426,0.5557088,0.5557088,340
2,2,4,0.015926007,0.618044684,0.104140127,4,0.002534971,0.044500498,471,qvc,0.578841789,0.226405619,0.266755809,0.956633272,0.956633272,435
7,3,45,0.018092657,0.614091685,0.011057012,12,0.00859084,0.034071807,184,sprint,0.859324355,0.052036996,0.215980368,0.918808693,0.918808693,389
1,3,63,0.01642045,0.606893249,0.016553468,8,0.086779315,0.204677272,562,harman-intl,0.859972225,0.114509983,0.288379446,0.949900979,0.949900979,1025
4,2,53,0.019798027,0.601572597,0.026785815,8,0.128509515,0.238695314,257,qualcomm,0.78037223,0.212394807,0.405080796,0.936359937,0.936359937,1033
20,2,183,0.016242357,0.599754533,0.003929943,27,0.052885799,0.143534598,278,bcg,0.887891901,0.082775912,0.244072478,0.947382975,0.947382975,813
1,3,50,0.019793207,0.594223504,0.054265502,8,0.042150712,0.200078057,239,harris-corp,0.759487631,0.04820655,0.171516654,0.826757044,0.826757044,798
1,2,63,0.020212766,0.593718569,0.007150056,10,0.065930388,0.216422122,190,yahoo,0.918924972,0.042675033,0.155107765,0.959889994,0.959889994,376
0,2,46,0.020370629,0.592876418,0.075455322,3,0.230211044,0.414158841,325,walgreens,0.76758042,0.2020561,0.370838692,0.975153444,0.975153444,1320
8,2,45,0.021994427,0.582563418,0.010171585,14,0.017763391,0.110479234,224,nrg-energy,0.84498692,0.027124969,0.155742486,0.879309455,0.879309455,314
1,2,75,0.020901577,0.578975984,0.063350307,7,0.440838668,0.485366181,233,raytheon,0.550116281,0.393815395,0.438928167,0.951364722,0.951364722,1039
13,4,66,0.020612245,0.56897715,0.005120089,21,0,0,140,equinix,0.897900875,0.058510719,0.227963385,0.973179558,0.973179558,245
1,2,52,0.020296258,0.568517881,0.179774125,3,0.320736355,0.290910295,296,amgen,0.45522999,0.430247465,0.396507996,0.80973843,0.80973843,1040
3,2,34,0.020431383,0.567077896,0.036366318,7,0.132142857,0.220476062,271,merck,0.740867159,0.252325517,0.430775204,0.898428358,0.898428358,840
2,4,44,0.031835358,0.557444579,0.010368228,7,0,0,156,macys,0.907786775,0.02379754,0.150366962,0.942380778,0.942380778,475
0,2,55,0.020227803,0.548729685,0.610247701,1,0,0,347,parker-hannifin,0.384729656,0,0,0.389923178,0.389923178,840
10,4,126,0.020753947,0.545485743,0.004269302,24,0.086515417,0.275725929,167,cardinal-health,0.901333696,0.028661876,0.131813967,0.94896277,0.94896277,440
2,3,54,0.01944194,0.518836076,0.045413824,9,0.319874552,0.393757887,442,global-partners-lp,0.587500107,0.305104574,0.371454923,0.874564075,0.874564075,1591
7,3,49,0.019805021,0.513744038,0.026379491,9,0.147191517,0.256176537,416,motorola,0.754469373,0.126208712,0.252032703,0.918361736,0.918361736,540
0,2,7,0.015218706,0.513620707,0.426397328,1,0.244449981,0.279285044,242,twitter,0.570247934,0.376545182,0.434910913,0.97817537,0.97817537,287
0,2,130,0.020077663,0.498569495,0.183465237,4,0.735299293,0.435085963,520,the-north-face,0.260724852,0.640672693,0.38359324,0.948199008,0.948199008,520
3,3,29,0.016358142,0.492892622,0.022464521,9,0.011032275,0.077847183,316,garmin,0.789274412,0.019209668,0.136829284,0.810054047,0.810054047,1064
0,2,35,0.014481615,0.459286908,0.109263864,3,0.331759542,0.469498172,316,dow,0.667796866,0.242799537,0.345960343,0.979417645,0.979417645,840
4,2,4,0.015721498,0.425797993,0.160485798,5,0.473568419,0.230454851,808,goldman-sachs,0.195654838,0.467918771,0.231058099,0.952807449,0.952807449,808
1,2,6,0.017291315,0.406005462,0.027747485,7,0.107650302,0.214826852,392,zimmer,0.801533489,0.19294865,0.39141339,0.973460033,0.973460033,1064
0,2,25,0.011887306,0.389044292,0.136260842,3,0.253036871,0.30022549,558,p-and-g,0.587058663,0.408164662,0.489674877,0.870129077,0.870129077,1232
13,2,132,0.013786642,0.358478483,0.004553676,15,0.044100384,0.153117352,241,lockheed-martin,0.926292777,0.067122848,0.244599066,0.977243357,0.977243357,1209
0,2,39,0.0104766,0.30367825,0.785864863,1,0.784588088,0.407689445,738,seiyu,0.212178184,0.730802468,0.380847692,0.83361037,0.83361037,1040
